順位(全市場),順位,コード,銘柄名,市場,現在値,前日比,騰落率(%),出来高,時刻
1,1,3810,サイバーステップホールディングス(株),東証STD,291,+80,37.91,"7,903,600",2026/05/08
2,2,485A,(株)パワーエックス,東証GRT,"14,090","+3,000",27.05,"3,054,000",2026/05/08
3,3,1436,(株)グリーンエナジー＆カンパニー,東証GRT,"1,488",+300,25.25,"434,000",2026/05/08
4,4,3905,データセクション(株),東証GRT,"2,089",+400,23.68,"4,014,200",2026/05/08
5,5,8005,(株)スクロール,東証PRM,"1,597",+300,23.13,"106,100",2026/05/08
6,6,6613,(株)ＱＤレーザ,東証GRT,"1,853",+347,23.04,"21,634,400",2026/05/08
7,7,4392,ＦＩＧ(株),東証PRM,429,+80,22.92,"263,500",2026/05/08
8,8,9425,ＲｅＹｕｕ　Ｊａｐａｎ(株),東証STD,433,+80,22.66,"913,900",2026/05/08
9,9,7256,河西工業(株),東証STD,434,+80,22.6,"1,086,900",2026/05/08
10,10,7162,アストマックス(株),東証STD,458,+80,21.16,"4,933,500",2026/05/08
11,11,6232,(株)ＡＣＳＬ,東証GRT,"2,927",+500,20.6,"5,287,100",2026/05/08
12,12,2667,(株)イメージ　ワン,東証STD,274,+44,19.13,"2,698,700",2026/05/08
13,13,3914,ＪＩＧ－ＳＡＷ(株),東証GRT,"2,899",+458,18.76,"195,200",2026/05/08
14,14,3436,(株)ＳＵＭＣＯ,東証PRM,"3,578",+545,17.97,"40,373,500",2026/05/08
15,15,4055,ティアンドエスグループ(株),東証GRT,"2,200",+332,17.77,"1,396,500",2026/05/08
16,16,6521,(株)オキサイド,東証GRT,"6,210",+930,17.61,"1,383,100",2026/05/08
17,17,7707,プレシジョン・システム・サイエンス(株),東証GRT,260,+38,17.12,"2,772,500",2026/05/08
18,18,9235,売れるネット広告社グループ(株),東証GRT,752,+100,15.34,"26,600",2026/05/08
19,19,402A,(株)アクセルスペースホールディングス,東証GRT,703,+88,14.31,"6,854,500",2026/05/08
20,20,4427,(株)ＥｄｕＬａｂ,東証GRT,332,+40,13.7,"1,021,500",2026/05/08
21,21,7609,ダイトロン(株),東証PRM,"3,840",+460,13.61,"694,400",2026/05/08
22,22,6395,(株)タダノ,東証PRM,"1,358",+161,13.45,"1,662,800",2026/05/08
23,23,7291,日本プラスト(株),東証STD,475,+55,13.1,"295,100",2026/05/08
24,24,135A,(株)ＶＲＡＩＮ　Ｓｏｌｕｔｉｏｎ,東証GRT,"3,850",+440,12.9,"297,700",2026/05/08
25,25,4025,多木化学(株),東証PRM,"5,180",+575,12.49,"134,100",2026/05/08
26,26,3444,(株)菊池製作所,東証STD,"1,516",+166,12.3,"1,351,400",2026/05/08
27,27,5597,ブルーイノベーション(株),東証GRT,"2,118",+231,12.24,"508,500",2026/05/08
