順位(全市場),順位,コード,銘柄名,市場,現在値,前日比,騰落率(%),出来高,時刻
1,1,6634,(株)ＪＮグループ,東証STD,73,-19,-20.65,"2,419,300",2026/05/21
2,2,6659,(株)メディアリンクス,東証STD,45,-10,-18.18,"12,979,300",2026/05/21
3,3,5838,楽天銀行(株),東証PRM,"5,480","-1,000",-15.43,"3,644,500",2026/05/21
4,4,3192,(株)白鳩,東証STD,367,-66,-15.24,"240,800",2026/05/21
5,5,7138,(株)ＴＯＲＩＣＯ,東証GRT,147,-25,-14.53,"753,300",2026/05/21
6,6,4263,サスメド(株),東証GRT,662,-106,-13.8,"506,700",2026/05/21
7,7,9425,ＲｅＹｕｕ　Ｊａｐａｎ(株),東証STD,212,-32,-13.11,"647,000",2026/05/21
8,8,177A,コージンバイオ(株),東証GRT,"1,295",-188,-12.68,"42,300",2026/05/21
9,9,7678,(株)あさくま,東証STD,"5,990",-860,-12.55,"58,000",2026/05/21
10,10,7946,(株)光陽社,名証MN,381,-54,-12.41,"8,500",2026/05/21
11,11,2673,夢みつけ隊(株),東証STD,103,-13,-11.21,"745,400",2026/05/21
12,12,8630,ＳＯＭＰＯホールディングス(株),東証PRM,"5,568",-670,-10.74,"10,013,600",2026/05/21
13,13,2034,NEXT NOTES 韓国KOSPI･ベアETN,東証ETF,"1,866",-214,-10.29,"17,445",2026/05/21
14,14,5034,(株)ｕｎｅｒｒｙ,東証GRT,"2,233",-214,-8.75,"49,700",2026/05/21
15,15,6262,(株)ＰＥＧＡＳＵＳ,東証STD,627,-59,-8.6,"1,487,500",2026/05/21
16,16,6824,新コスモス電機(株),東証STD,"4,410",-405,-8.41,"25,400",2026/05/21
17,17,6227,ＡＩメカテック(株),東証STD,"6,060",-540,-8.18,"2,233,700",2026/05/21
18,18,418A,ウリドキ(株),名証NXT,"1,103",-93,-7.78,"29,400",2026/05/21
19,19,4436,(株)ミンカブ・ジ・インフォノイド,東証GRT,488,-38,-7.22,"948,400",2026/05/21
20,20,1662,石油資源開発(株),東証PRM,"1,883",-138,-6.83,"2,359,600",2026/05/21
21,21,7018,内海造船(株),東証STD,"9,810",-690,-6.57,"46,000",2026/05/21
22,22,1443,技研ホールディングス(株),東証STD,248,-17,-6.42,"438,500",2026/05/21
23,23,2334,(株)イオレ,東証GRT,517,-35,-6.34,"1,807,300",2026/05/21
24,24,5852,(株)アーレスティ,東証PRM,667,-44,-6.19,"1,091,800",2026/05/21
25,25,8247,(株)大和,東証STD,245,-16,-6.13,"79,400",2026/05/21
26,26,1360,日経平均ベア2倍上場投信,東証ETF,84.8,-5.5,-6.09,"169,724,310",2026/05/21
27,27,1459,楽天 ETF-日経ダブルインバース指数連動型,東証ETF,139,-9,-6.08,"13,841,333",2026/05/21
28,28,2351,(株)ＡＳＪ,東証STD,355,-23,-6.08,"36,500",2026/05/21
29,29,7746,岡本硝子(株),東証STD,929,-60,-6.07,"1,758,400",2026/05/21
30,30,1357,(NEXT FUNDS) 日経ダブルインバース上場投信,東証ETF,"3,454",-223,-6.06,"9,011,837",2026/05/21
31,31,462A,(株)ＦＵＮＤＩＮＮＯ,東証GRT,512,-33,-6.06,"277,700",2026/05/21
32,32,7707,プレシジョン・システム・サイエンス(株),東証GRT,249,-16,-6.04,"876,800",2026/05/21
33,33,1687,WisdomTree 農産物上場投信,東証ETF,"1,038.5",-64,-5.8,"49,850",2026/05/21
34,34,3628,(株)データホライゾン,東証GRT,623,-37,-5.61,"53,200",2026/05/21
35,35,6217,津田駒工業(株),東証STD,"1,602",-95,-5.6,"132,300",2026/05/21
36,36,8006,ユアサ・フナショク(株),東証STD,"1,412",-83,-5.55,"9,700",2026/05/21
37,37,3810,サイバーステップホールディングス(株),東証STD,324,-19,-5.54,"3,085,000",2026/05/21
38,38,7375,(株)リファインバースグループ,東証GRT,"1,773",-104,-5.54,"184,600",2026/05/21
39,39,4412,(株)サイエンスアーツ,東証GRT,"1,506",-87,-5.46,"54,500",2026/05/21
40,40,1366,iFreeETF 日経平均ダブルインバース・インデックス,東証ETF,87,-5,-5.43,"22,353,149",2026/05/21
41,41,8132,シナネンホールディングス(株),東証PRM,"7,990",-450,-5.33,"10,100",2026/05/21
42,42,2763,(株)エフティグループ,東証STD,"1,103",-62,-5.32,"108,100",2026/05/21
43,43,1407,(株)ウエストホールディングス,東証STD,"2,923",-162,-5.25,"907,200",2026/05/21
44,44,9244,(株)デジタリフト,東証GRT,"1,078",-59,-5.19,"27,000",2026/05/21
45,45,5138,(株)Ｒｅｂａｓｅ,東証GRT,441,-24,-5.16,"7,200",2026/05/21
46,46,3667,(株)ｅｎｉｓｈ,東証STD,37,-2,-5.13,"1,770,300",2026/05/21
