順位(全市場),順位,コード,銘柄名,市場,現在値,前日比,騰落率(%),出来高,時刻
1,1,8237,(株)松屋,東証PRM,"2,262",-500,-18.1,"1,957,800",2026/08/31
2,2,278A,Ｔｅｒｒａ　Ｄｒｏｎｅ(株),東証GRT,"17,770","-3,850",-17.81,"12,932,300",2026/08/31
3,3,3907,シリコンスタジオ(株),東証STD,"2,346",-289,-10.97,"2,193,500",2026/08/31
4,4,462A,(株)ＦＵＮＤＩＮＮＯ,東証GRT,333,-40,-10.72,"889,900",2026/08/31
5,5,6118,アイダエンジニアリング(株),東証PRM,"1,180",-138,-10.47,"991,000",2026/08/31
6,6,3350,(株)メタプラネット,東証STD,312,-34,-9.83,"38,783,500",2026/08/31
7,7,485A,(株)パワーエックス,東証GRT,"1,824",-198,-9.79,"7,498,300",2026/08/31
8,8,7600,(株)日本エム・ディ・エム,東証PRM,729,-78,-9.67,"1,296,500",2026/08/31
9,9,3825,(株)リミックスポイント,東証STD,240,-25,-9.43,"4,108,100",2026/08/31
10,10,3810,サイバーステップホールディングス(株),東証STD,171,-17,-9.04,"2,163,200",2026/08/31
11,11,2962,(株)テクニスコ,東証STD,"1,600",-154,-8.78,"439,200",2026/08/31
12,12,4707,(株)キタック,東証STD,333,-32,-8.77,"194,300",2026/08/31
13,13,5575,(株)Ｇｌｏｂｅｅ,東証GRT,"1,150",-110,-8.73,"30,600",2026/08/31
14,14,3987,エコモット(株),東証GRT,691,-66,-8.72,"138,500",2026/08/31
15,15,5242,(株)アイズ,東証GRT,"2,310",-209,-8.3,"10,300",2026/08/31
16,16,3189,(株)ＡＮＡＰホールディングス,東証STD,114,-10,-8.06,"1,026,900",2026/08/31
17,17,2164,(株)地域新聞社,東証STD,144,-12,-7.69,"308,000",2026/08/31
18,18,6522,(株)アスタリスク,東証GRT,"2,156",-179,-7.67,"1,487,500",2026/08/31
19,19,290A,(株)Ｓｙｎｓｐｅｃｔｉｖｅ,東証GRT,"1,499",-123,-7.58,"1,617,700",2026/08/31
20,20,5707,東邦亜鉛(株),東証PRM,"1,097",-85,-7.19,"1,249,900",2026/08/31
21,21,3664,(株)ＷＩＺＥ,東証GRT,26,-2,-7.14,"24,189,600",2026/08/31
22,22,6085,アーキテクツ・スタジオ・ジャパン(株),東証GRT,209,-16,-7.11,"11,700,000",2026/08/31
23,23,4599,(株)ステムリム,東証GRT,332,-25,-7.0,"588,600",2026/08/31
24,24,472A,(株)ミラティブ,東証GRT,561,-41,-6.81,"317,100",2026/08/31
25,25,3647,(株)アスリナ,東証STD,124,-9,-6.77,"439,200",2026/08/31
26,26,8508,Ｊトラスト(株),東証STD,702,-51,-6.77,"4,916,200",2026/08/31
27,27,4499,(株)Ｓｐｅｅｅ,東証STD,"2,420",-171,-6.6,"233,300",2026/08/31
28,28,5711,三菱マテリアル(株),東証PRM,"5,660",-398,-6.57,"3,845,000",2026/08/31
29,29,579A,GX 銀ビジネス,東証ETF,"1,076",-74,-6.43,"23,608",2026/08/31
30,30,464A,(株)ＱＰＳホールディングス,東証GRT,"1,797",-123,-6.41,"3,228,300",2026/08/31
31,31,4593,(株)ヘリオス,東証GRT,287,-19,-6.21,"2,695,000",2026/08/31
32,32,4082,第一稀元素化学工業(株),東証PRM,"2,658",-172,-6.08,"2,182,400",2026/08/31
33,33,4592,サンバイオ(株),東証GRT,970,-62,-6.01,"3,810,000",2026/08/31
34,34,6046,(株)リンクバル,東証STD,160,-10,-5.88,"443,100",2026/08/31
35,35,3787,(株)テクノマセマティカル,東証STD,372,-23,-5.82,"7,200",2026/08/31
36,36,7350,(株)おきなわフィナンシャルグループ,東証PRM,"7,480",-460,-5.79,"670,900",2026/08/31
37,37,186A,(株)アストロスケールホールディングス,東証GRT,"1,133",-69,-5.74,"4,073,800",2026/08/31
38,38,224A,GX ウラニウムビジネス,東証ETF,"1,680",-100,-5.62,"37,958",2026/08/31
39,39,5631,(株)日本製鋼所,東証PRM,"7,380",-439,-5.61,"1,126,200",2026/08/31
40,40,606A,金2倍ブルETF,東証ETF,"23,225","-1,375",-5.59,"8,483",2026/08/31
41,41,2036,NEXT NOTES 金先物 ダブル・ブル ETN,東証ETF,"170,400","-10,050",-5.57,"10,509",2026/08/31
42,42,2492,(株)インフォマート,東証PRM,648,-37,-5.4,"4,128,900",2026/08/31
43,43,9027,(株)ロジネットジャパン,札証,"4,920",-280,-5.38,800,2026/08/31
44,44,6613,(株)ＱＤレーザ,東証GRT,"2,088",-115,-5.22,"3,373,200",2026/08/31
45,45,5857,ＡＲＥホールディングス(株),東証PRM,"3,950",-215,-5.16,"1,146,400",2026/08/31
46,46,5038,(株)ｅＷｅＬＬ,東証GRT,"2,210",-119,-5.11,"122,500",2026/08/31
47,47,1407,(株)ウエストホールディングス,東証STD,"2,625",-135,-4.89,"605,300",2026/08/31
48,48,8783,ａｂｃ(株),東証STD,59,-3,-4.84,"890,700",2026/08/31
49,49,8337,(株)千葉興業銀行,東証PRM,"2,644",-134,-4.82,"1,064,600",2026/08/31
50,50,5985,サンコール(株),東証STD,"2,083",-105,-4.8,"1,061,800",2026/08/31
51,51,2134,北浜キャピタルパートナーズ(株),東証STD,20,-1,-4.76,"624,700",2026/08/31
52,52,3465,ケイアイスター不動産(株),東証PRM,"3,555",-175,-4.69,"305,700",2026/08/31
53,53,2652,(株)まんだらけ,東証STD,444,-21,-4.52,"506,300",2026/08/31
54,54,8729,ソニーフィナンシャルグループ(株),東証PRM,158.3,-7.5,-4.52,"97,537,100",2026/08/31
55,55,7456,松田産業(株),東証PRM,"6,990",-330,-4.51,"130,700",2026/08/31
56,56,6857,(株)アドバンテスト,東証PRM,"33,690","-1,580",-4.48,"9,357,100",2026/08/31
57,57,9412,スカパーＪＳＡＴ(株),東証PRM,"2,095",-98,-4.47,"2,467,100",2026/08/31
58,58,5619,マーソ(株),東証GRT,865,-40,-4.42,"2,100",2026/08/31
59,59,4691,ワシントンホテル(株),東証STD,"2,324",-107,-4.4,"59,700",2026/08/31
60,60,5449,大阪製鐵(株),東証STD,"2,750",-125,-4.35,"21,700",2026/08/31
61,61,4493,(株)サイバーセキュリティクラウド,東証GRT,"1,940",-87,-4.29,"252,800",2026/08/31
62,62,8700,丸八証券(株),東証STD,"2,128",-93,-4.19,"9,500",2026/08/31
63,63,6330,東洋エンジニアリング(株),東証PRM,"2,665",-116,-4.17,"7,861,100",2026/08/31
64,64,1515,日鉄鉱業(株),東証PRM,"3,820",-165,-4.14,"833,200",2026/08/31
65,65,4784,ＧＭＯインターネット(株),東証PRM,558,-24,-4.12,"5,427,300",2026/08/31
66,66,3036,アルコニックス(株),東証PRM,"3,385",-145,-4.11,"143,000",2026/08/31
67,67,4370,モビルス(株),東証GRT,377,-16,-4.07,"383,300",2026/08/31
68,68,8789,フィンテック　グローバル(株),東証STD,166,-7,-4.05,"3,019,700",2026/08/31
69,69,9304,澁澤倉庫(株),東証PRM,"2,092",-88,-4.04,"398,400",2026/08/31
70,70,9211,(株)エフ・コード,東証GRT,"1,482",-62,-4.02,"106,800",2026/08/31
71,71,1899,(株)福田組,東証PRM,"4,830",-200,-3.98,"82,300",2026/08/31
72,72,8011,(株)三陽商会,東証PRM,"1,621",-67,-3.97,"144,100",2026/08/31
73,73,3034,クオールホールディングス(株),東証PRM,"2,429",-98,-3.88,"91,000",2026/08/31
74,74,3994,(株)マネーフォワード,東証PRM,"6,453",-259,-3.86,"452,700",2026/08/31
75,75,2370,(株)メディネット,東証GRT,25,-1,-3.85,"716,900",2026/08/31
76,76,2467,(株)ＶＬＣセキュリティ,名証NXT,175,-7,-3.85,"37,500",2026/08/31
77,77,3302,帝国繊維(株),東証PRM,"3,245",-130,-3.85,"89,700",2026/08/31
78,78,5714,ＤＯＷＡホールディングス(株),東証PRM,"9,998",-397,-3.82,"686,100",2026/08/31
79,79,578A,GX シルバー (H有),東証ETF,257,-10.1,-3.78,"32,230",2026/08/31
80,80,8139,(株)ナガホリ,東証STD,"2,183",-85,-3.75,"4,400",2026/08/31
81,81,5142,アキレス(株),東証PRM,"1,858",-72,-3.73,"159,700",2026/08/31
82,82,1673,WisdomTree 銀上場投信,東証ETF,"9,645",-370,-3.69,"6,240",2026/08/31
83,83,4552,ＪＣＲファーマ(株),東証PRM,523,-20,-3.68,"507,400",2026/08/31
84,84,2160,(株)ジーエヌアイグループ,東証GRT,"2,813",-107,-3.66,"1,147,900",2026/08/31
85,85,2805,ヱスビー食品(株),東証STD,"6,860",-260,-3.65,"437,400",2026/08/31
86,86,5998,(株)アドバネクス,東証STD,"2,647",-99,-3.61,"18,000",2026/08/31
