順位(全市場),順位,コード,銘柄名,市場,現在値,前日比,騰落率(%),出来高,時刻
1,1,6787,(株)メイコー,東証PRM,"18,790","-5,000",-21.02,"528,400",2026/08/07
2,2,7271,(株)安永,東証STD,794,-208,-20.76,"800,500",2026/08/07
3,3,3103,ユニチカ(株),東証STD,"1,022",-236,-18.76,"19,187,300",2026/08/07
4,4,2413,エムスリー(株),東証PRM,"1,530",-311,-16.89,"18,134,500",2026/08/07
5,5,3984,(株)ユーザーローカル,東証PRM,"1,528",-308,-16.78,"606,300",2026/08/07
6,6,4901,富士フイルムホールディングス(株),東証PRM,"3,236",-642,-16.55,"23,413,000",2026/08/07
7,7,3656,ＫＬａｂ(株),東証PRM,209,-39,-15.73,"10,055,800",2026/08/07
8,8,6638,(株)ミマキエンジニアリング,東証PRM,"1,900",-328,-14.72,"258,000",2026/08/07
9,9,4975,(株)ＪＣＵ,東証PRM,"5,550",-950,-14.62,"313,300",2026/08/07
10,10,3744,サイオス(株),東証STD,462,-79,-14.6,"220,100",2026/08/07
11,11,429A,テクセンドフォトマスク(株),東証PRM,"3,670",-625,-14.55,"3,543,900",2026/08/07
12,12,5105,ＴＯＹＯ　ＴＩＲＥ(株),東証PRM,"3,602",-597,-14.22,"7,377,300",2026/08/07
13,13,3449,(株)テクノフレックス,東証STD,"4,250",-700,-14.14,"175,000",2026/08/07
14,14,8747,豊トラスティ証券(株),東証STD,"1,995",-328,-14.12,"63,400",2026/08/07
15,15,4074,(株)ラキール,東証GRT,887,-144,-13.97,"31,400",2026/08/07
16,16,6920,レーザーテック(株),東証PRM,"37,460","-5,870",-13.55,"5,470,200",2026/08/07
17,17,6590,芝浦メカトロニクス(株),東証PRM,"4,310",-670,-13.45,"4,127,600",2026/08/07
18,18,6266,タツモ(株),東証PRM,"3,370",-515,-13.26,"894,700",2026/08/07
19,19,7245,大同メタル工業(株),東証PRM,"1,330",-198,-12.96,"1,368,400",2026/08/07
20,20,6498,(株)キッツ,東証PRM,"2,091",-310,-12.91,"845,000",2026/08/07
21,21,9258,(株)ＣＳ－Ｃ,東証GRT,288,-42,-12.73,"56,500",2026/08/07
22,22,7972,(株)イトーキ,東証PRM,"2,553",-370,-12.66,"939,100",2026/08/07
23,23,5254,(株)Ａｒｅｎｔ,東証GRT,"4,050",-580,-12.53,"76,900",2026/08/07
24,24,7985,ネポン(株),福証,751,-99,-11.65,100,2026/08/07
25,25,7760,ＩＭＶ(株),東証STD,"1,945",-256,-11.63,"598,300",2026/08/07
26,26,6315,ＴＯＷＡ(株),東証PRM,"2,532",-328,-11.47,"9,157,600",2026/08/07
27,27,6480,日本トムソン(株),東証PRM,"1,827",-228,-11.09,"3,213,700",2026/08/07
28,28,1952,新日本空調(株),東証PRM,"3,020",-370,-10.91,"906,100",2026/08/07
29,29,5989,(株)エイチワン,東証PRM,"1,418",-173,-10.87,"1,281,800",2026/08/07
