順位(全市場),順位,コード,銘柄名,市場,現在値,前日比,騰落率(%),出来高,時刻
1,1,3907,シリコンスタジオ(株),東証STD,"1,318",+300,29.47,"1,610,300",2026/07/29
2,2,2767,円谷フィールズホールディングス(株),東証PRM,"2,330",+400,20.73,"3,630,000",2026/07/29
3,3,9697,(株)カプコン,東証PRM,"4,229",+700,19.84,"17,555,400",2026/07/29
4,4,504A,イノバセル(株),東証GRT,553,+80,16.91,"559,000",2026/07/29
5,5,2034,NEXT NOTES 韓国KOSPI･ベアETN,東証ETF,"2,429",+316,14.96,"192,100",2026/07/29
6,6,6337,(株)テセック,東証STD,"2,496",+316,14.5,"879,600",2026/07/29
7,7,9227,マイクロ波化学(株),東証GRT,922,+105,12.85,"3,410,400",2026/07/29
8,8,9766,コナミグループ(株),東証PRM,"22,705","+2,565",12.74,"1,829,500",2026/07/29
9,9,8218,(株)コメリ,東証PRM,"4,065",+435,11.98,"563,400",2026/07/29
10,10,5285,(株)ヤマックス,東証STD,"1,487",+159,11.97,"731,300",2026/07/29
11,11,6522,(株)アスタリスク,東証GRT,"1,632",+173,11.86,"1,647,200",2026/07/29
12,12,5845,全保連(株),東証STD,"1,140",+120,11.76,"419,900",2026/07/29
13,13,8254,(株)さいか屋,東証STD,315,+31,10.92,"1,019,000",2026/07/29
14,14,1848,(株)富士ピー・エス,東証STD,705,+68,10.68,"293,300",2026/07/29
15,15,7309,(株)シマノ,東証PRM,"21,065","+1,980",10.37,"1,056,500",2026/07/29
16,16,3851,(株)日本一ソフトウェア,東証STD,"1,062",+92,9.48,"239,500",2026/07/29
17,17,6861,(株)キーエンス,東証PRM,"77,590","+6,640",9.36,"1,893,900",2026/07/29
18,18,4434,(株)サーバーワークス,東証STD,"2,372",+196,9.01,"168,500",2026/07/29
19,19,5240,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ(株),東証GRT,228,+18,8.57,"2,790,200",2026/07/29
20,20,3187,(株)ミラタップ,東証GRT,350,+27,8.36,"196,400",2026/07/29
21,21,2370,(株)メディネット,東証GRT,26,+2,8.33,"1,368,300",2026/07/29
22,22,4424,(株)Ａｍａｚｉａ,東証GRT,390,+30,8.33,"1,689,200",2026/07/29
23,23,6977,(株)日本抵抗器製作所,東証STD,"1,499",+115,8.31,"29,900",2026/07/29
24,24,9684,(株)スクウェア・エニックス・ホールディングス,東証PRM,"2,923.5",+222.5,8.24,"3,156,500",2026/07/29
25,25,3635,(株)コーエーテクモホールディングス,東証PRM,"1,649",+119,7.78,"3,834,700",2026/07/29
26,26,2640,GX ゲーム＆アニメ-日本株式,東証ETF,"4,148",+298,7.74,"168,650",2026/07/29
27,27,6301,コマツ,東証PRM,"7,265",+515,7.63,"9,319,000",2026/07/29
28,28,4058,トヨクモ(株),東証GRT,"2,387",+166,7.47,"71,800",2026/07/29
29,29,4180,Ａｐｐｉｅｒ　Ｇｒｏｕｐ(株),東証PRM,978,+68,7.47,"1,940,900",2026/07/29
30,30,2705,(株)大戸屋ホールディングス,東証STD,"8,800",+600,7.32,"35,500",2026/07/29
31,31,5242,(株)アイズ,東証GRT,"2,490",+167,7.19,"119,400",2026/07/29
32,32,7203,トヨタ自動車(株),東証PRM,"3,224",+216,7.18,"61,406,300",2026/07/29
33,33,3306,日本製麻(株),東証STD,870,+57,7.01,"97,000",2026/07/29
34,34,4911,(株)資生堂,東証PRM,"3,481",+228,7.01,"4,625,800",2026/07/29
35,35,4324,(株)電通グループ,東証PRM,"3,874",+252,6.96,"2,357,000",2026/07/29
36,36,5284,ヤマウホールディングス(株),東証STD,"2,367",+154,6.96,"136,500",2026/07/29
37,37,9605,東映(株),東証PRM,"6,400",+410,6.84,"436,800",2026/07/29
38,38,7276,(株)小糸製作所,東証PRM,"2,697.5",+172.5,6.83,"2,761,000",2026/07/29
39,39,8163,ＳＲＳホールディングス(株),東証PRM,"1,440",+92,6.82,"416,800",2026/07/29
40,40,4290,(株)プレステージ・インターナショナル,東証PRM,732,+46,6.71,"2,644,600",2026/07/29
41,41,9889,ＪＢＣＣホールディングス(株),東証PRM,"1,679",+105,6.67,"420,700",2026/07/29
42,42,4523,エーザイ(株),東証PRM,"5,110",+319,6.66,"3,429,200",2026/07/29
43,43,9932,杉本商事(株),東証PRM,"1,358",+84,6.59,"241,900",2026/07/29
44,44,1888,若築建設(株),東証PRM,"3,730",+230,6.57,"132,100",2026/07/29
45,45,4092,日本化学工業(株),東証PRM,"5,380",+330,6.53,"369,000",2026/07/29
46,46,4776,サイボウズ(株),東証PRM,"2,831",+172,6.47,"843,000",2026/07/29
47,47,3397,(株)トリドールホールディングス,東証PRM,"4,584",+277,6.43,"910,900",2026/07/29
48,48,5034,(株)ｕｎｅｒｒｙ,東証GRT,"2,432",+147,6.43,"38,900",2026/07/29
49,49,7270,(株)ＳＵＢＡＲＵ,東証PRM,"2,848.5",+168.5,6.29,"7,866,200",2026/07/29
50,50,5834,ＳＢＩリーシングサービス(株),東証GRT,"2,915",+172,6.27,"413,500",2026/07/29
51,51,5575,(株)Ｇｌｏｂｅｅ,東証GRT,"1,086",+64,6.26,"38,400",2026/07/29
52,52,9467,(株)アルファポリス,東証GRT,"1,103",+65,6.26,"172,000",2026/07/29
53,53,5108,(株)ブリヂストン,東証PRM,"4,120",+242,6.24,"8,715,500",2026/07/29
54,54,6460,セガサミーホールディングス(株),東証PRM,"2,921.5",+171.5,6.24,"1,973,500",2026/07/29
55,55,9236,ジャパンＭ＆Ａソリューション(株),東証GRT,"1,150",+67,6.19,"8,600",2026/07/29
56,56,6902,(株)デンソー,東証PRM,"2,208",+128.5,6.18,"16,382,000",2026/07/29
57,57,9861,(株)吉野家ホールディングス,東証PRM,"4,040",+235,6.18,"947,700",2026/07/29
58,58,3549,(株)クスリのアオキホールディングス,東証STD,"4,199",+244,6.17,"347,400",2026/07/29
59,59,7201,日産自動車(株),東証PRM,358.2,+20.8,6.16,"57,420,700",2026/07/29
60,60,7581,(株)サイゼリヤ,東証PRM,"8,310",+480,6.13,"1,754,500",2026/07/29
61,61,4527,ロート製薬(株),東証PRM,"2,524.5",+145,6.09,"2,236,200",2026/07/29
62,62,7616,(株)コロワイド,東証PRM,"2,143.5",+121.5,6.01,"969,500",2026/07/29
63,63,3349,(株)コスモス薬品,東証PRM,"7,004",+392,5.93,"889,000",2026/07/29
64,64,1878,大東建託(株),東証PRM,"3,601",+201,5.91,"3,505,800",2026/07/29
65,65,2433,(株)博報堂ＤＹホールディングス,東証PRM,"1,392.5",+77.5,5.89,"1,345,400",2026/07/29
66,66,2656,(株)ベクターホールディングス,東証STD,163,+9,5.84,"530,600",2026/07/29
67,67,8132,シナネンホールディングス(株),東証PRM,"6,900",+380,5.83,"11,300",2026/07/29
68,68,4507,塩野義製薬(株),東証PRM,"3,070",+167.5,5.77,"3,912,900",2026/07/29
69,69,215A,(株)タイミー,東証GRT,"1,495",+81,5.73,"1,669,800",2026/07/29
70,70,4432,ウイングアーク１ｓｔ(株),東証PRM,"3,230",+175,5.73,"352,000",2026/07/29
71,71,2674,(株)ハードオフコーポレーション,東証PRM,"3,085",+166,5.69,"125,600",2026/07/29
72,72,6161,(株)エスティック,東証STD,"1,087",+58,5.64,"27,000",2026/07/29
73,73,1999,サイタホールディングス(株),福証,"4,240",+225,5.6,400,2026/07/29
74,74,1622,(NEXT FUNDS)自動車･輸送機上場投信,東証ETF,"36,680","+1,940",5.58,"3,951",2026/07/29
75,75,6191,(株)エアトリ,東証PRM,908,+48,5.58,"211,000",2026/07/29
76,76,4478,フリー(株),東証GRT,"2,705",+142,5.54,"873,100",2026/07/29
77,77,7071,(株)アンビスホールディングス,東証PRM,385,+20,5.48,"387,100",2026/07/29
78,78,3197,(株)すかいらーくホールディングス,東証PRM,"3,333",+173,5.47,"2,589,000",2026/07/29
79,79,1832,(株)北海電工,札証,"1,430",+74,5.46,"37,000",2026/07/29
80,80,8914,エリアリンク(株),東証STD,"1,005",+52,5.46,"423,400",2026/07/29
81,81,3001,片倉工業(株),東証STD,"2,869",+148,5.44,"93,600",2026/07/29
82,82,3944,古林紙工(株),東証STD,"2,795",+144,5.43,"20,700",2026/07/29
83,83,3003,ヒューリック(株),東証PRM,"1,907",+98,5.42,"4,790,400",2026/07/29
84,84,6088,(株)シグマクシス・ホールディングス,東証PRM,624,+32,5.41,"795,200",2026/07/29
85,85,8225,(株)タカチホ,東証STD,"3,630",+185,5.37,"2,800",2026/07/29
86,86,7211,三菱自動車(株),東証PRM,391.8,+19.8,5.32,"15,900,700",2026/07/29
87,87,4733,(株)オービックビジネスコンサルタント,東証PRM,"8,426",+425,5.31,"655,200",2026/07/29
88,88,7157,ライフネット生命保険(株),東証PRM,"1,689",+85,5.3,"271,100",2026/07/29
89,89,3064,(株)ＭｏｎｏｔａＲＯ,東証PRM,"2,081.5",+104.5,5.29,"3,416,200",2026/07/29
90,90,2170,(株)リンクアンドモチベーション,東証PRM,644,+32,5.23,"888,100",2026/07/29
91,91,4768,(株)大塚商会,東証PRM,"3,421",+170,5.23,"2,359,400",2026/07/29
92,92,3091,(株)ブロンコビリー,東証PRM,"2,852",+140,5.16,"299,900",2026/07/29
93,93,7952,(株)河合楽器製作所,東証PRM,"3,365",+165,5.16,"27,200",2026/07/29
94,94,9900,(株)サガミホールディングス,東証PRM,"2,161",+106,5.16,"192,100",2026/07/29
95,95,7272,ヤマハ発動機(株),東証PRM,"1,409",+69,5.15,"12,130,700",2026/07/29
96,96,3491,(株)ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ,東証GRT,"1,380",+67,5.1,"256,500",2026/07/29
97,97,9740,ＣＳＰ,東証PRM,"2,917",+141,5.08,"29,700",2026/07/29
98,98,3994,(株)マネーフォワード,東証PRM,"5,950",+285,5.03,"817,000",2026/07/29
99,99,7956,ピジョン(株),東証PRM,"2,102.5",+100,4.99,"2,131,300",2026/07/29
100,100,7832,(株)バンダイナムコホールディングス,東証PRM,"4,747",+225,4.98,"4,467,200",2026/07/29
101,101,4196,(株)ネオマーケティング,東証STD,"1,837",+87,4.97,"11,500",2026/07/29
102,102,8179,ロイヤルホールディングス(株),東証PRM,"1,373",+65,4.97,"688,700",2026/07/29
103,103,2673,夢みつけ隊(株),東証STD,106,+5,4.95,"410,500",2026/07/29
104,104,8708,アイザワ証券グループ(株),東証PRM,"1,679",+79,4.94,"380,100",2026/07/29
105,105,1447,ＳＡＡＦホールディングス(株),東証GRT,383,+18,4.93,"92,200",2026/07/29
106,106,3626,ＴＩＳＩ(株),東証PRM,"3,939",+185,4.93,"1,659,500",2026/07/29
107,107,9699,ニシオホールディングス(株),東証PRM,"4,390",+205,4.9,"88,900",2026/07/29
108,108,3479,(株)ＴＫＰ,東証GRT,"1,940",+90,4.86,"407,800",2026/07/29
109,109,7412,(株)アトム,東証STD,388,+18,4.86,"885,500",2026/07/29
110,110,9627,(株)アインホールディングス,東証PRM,"6,304",+291,4.84,"217,400",2026/07/29
111,111,7421,カッパ・クリエイト(株),東証PRM,"1,651",+76,4.83,"268,700",2026/07/29
112,112,3939,(株)カナミックネットワーク,東証PRM,502,+23,4.8,"261,400",2026/07/29
113,113,4689,ＬＩＮＥヤフー(株),東証PRM,472.6,+21.6,4.79,"21,380,900",2026/07/29
114,114,7550,(株)ゼンショーホールディングス,東証PRM,"10,325",+471,4.78,"938,500",2026/07/29
115,115,2607,不二製油(株),東証PRM,"4,174",+190,4.77,"386,700",2026/07/29
116,116,4175,(株)ｃｏｌｙ,東証GRT,"2,770",+126,4.77,"10,700",2026/07/29
117,117,3664,(株)ＷＩＺＥ,東証GRT,22,+1,4.76,"19,076,300",2026/07/29
118,118,7267,ホンダ,東証PRM,"1,688.5",+76.5,4.75,"32,478,600",2026/07/29
119,119,438A,(株)インフキュリオン,東証GRT,888,+40,4.72,"199,700",2026/07/29
120,120,5038,(株)ｅＷｅＬＬ,東証GRT,"2,090",+94,4.71,"43,400",2026/07/29
121,121,3640,(株)電算,東証STD,"2,664",+118,4.63,"21,400",2026/07/29
122,122,4480,(株)メドレー,東証PRM,"2,085",+92,4.62,"309,500",2026/07/29
123,123,8113,ユニ・チャーム(株),東証PRM,"1,050.5",+46,4.58,"6,174,300",2026/07/29
124,124,9278,ブックオフグループホールディングス(株),東証PRM,"2,858",+125,4.57,"206,100",2026/07/29
125,125,593A,(株)ティアフォー,東証GRT,"1,055",+46,4.56,"4,127,800",2026/07/29
126,126,1572,中国H株ブル2倍上場投信,東証ETF,"7,538",+328,4.55,"6,230",2026/07/29
127,127,2801,キッコーマン(株),東証PRM,"1,748",+76,4.55,"6,375,000",2026/07/29
128,128,2503,キリンホールディングス(株),東証PRM,"3,133",+135,4.5,"4,116,800",2026/07/29
129,129,3788,ＧＭＯグローバルサイン・ホールディングス(株),東証PRM,"2,275",+98,4.5,"44,800",2026/07/29
130,130,2593,(株)伊藤園,東証PRM,"3,236",+139,4.49,"795,400",2026/07/29
131,131,7552,(株)ハピネット,東証PRM,"3,380",+145,4.48,"440,200",2026/07/29
132,132,352A,(株)ＬＯＩＶＥ,東証GRT,492,+21,4.46,"4,700",2026/07/29
133,133,3989,シェアリングテクノロジー(株),東証GRT,"1,405",+60,4.46,"388,900",2026/07/29
134,134,4397,(株)チームスピリット,東証GRT,402,+17,4.42,"89,500",2026/07/29
135,135,7532,(株)パン・パシフィック・インターナショナルホールディングス,東証PRM,964.6,+40.8,4.42,"20,441,100",2026/07/29
136,136,9435,(株)光通信,東証PRM,"40,270","+1,700",4.41,"129,800",2026/07/29
137,137,2229,カルビー(株),東証PRM,"3,195",+134,4.38,"564,300",2026/07/29
138,138,2681,(株)ゲオホールディングス,東証PRM,"2,202",+92,4.36,"201,300",2026/07/29
139,139,3673,(株)ブロードリーフ,東証PRM,456,+19,4.35,"897,200",2026/07/29
140,140,4661,(株)オリエンタルランド,東証PRM,"3,030",+126,4.34,"11,912,800",2026/07/29
141,141,7259,(株)アイシン,東証PRM,"2,512.5",+104,4.32,"2,730,100",2026/07/29
142,142,4293,(株)セプテーニ・ホールディングス,東証STD,532,+22,4.31,"1,010,400",2026/07/29
143,143,2070,スマート ESG30 女性活躍(ネットリターン)ETN,東証ETF,"16,265",+670,4.3,260,2026/07/29
144,144,7821,前田工繊(株),東証PRM,"1,966",+81,4.3,"224,100",2026/07/29
145,145,3762,テクマトリックス(株),東証PRM,"2,117",+87,4.29,"411,300",2026/07/29
146,146,4431,(株)スマレジ,東証GRT,"3,295",+135,4.27,"165,200",2026/07/29
147,147,7433,伯東(株),東証PRM,"4,765",+195,4.27,"258,500",2026/07/29
148,148,7974,任天堂(株),東証PRM,"7,986",+327,4.27,"18,827,900",2026/07/29
149,149,4718,(株)早稲田アカデミー,東証PRM,"2,602",+106,4.25,"33,900",2026/07/29
150,150,9663,(株)ナガワ,東証PRM,"5,420",+220,4.23,"44,900",2026/07/29
151,151,9828,(株)Ｇｅｎｋｉ　Ｇｌｏｂａｌ　Ｄｉｎｉｎｇ　Ｃｏｎｃｅｐｔｓ,東証STD,"3,580",+145,4.22,"134,600",2026/07/29
152,152,9843,(株)ニトリホールディングス,東証PRM,"2,731",+110.5,4.22,"5,075,400",2026/07/29
153,153,4922,(株)コーセーホールディングス,東証PRM,"6,039",+244,4.21,"412,400",2026/07/29
154,154,2212,山崎製パン(株),東証PRM,"3,676",+148,4.2,"839,900",2026/07/29
155,155,2652,(株)まんだらけ,東証STD,422,+17,4.2,"304,300",2026/07/29
156,156,4819,(株)デジタルガレージ,東証PRM,"2,384",+96,4.2,"222,900",2026/07/29
157,157,6417,(株)ＳＡＮＫＹＯ,東証PRM,"1,923",+77.5,4.2,"1,894,500",2026/07/29
158,158,9602,東宝(株),東証PRM,"1,598.5",+64.5,4.2,"7,020,000",2026/07/29
159,159,7649,スギホールディングス(株),東証PRM,"3,032",+122,4.19,"1,433,600",2026/07/29
160,160,2354,(株)ＹＥ　ＤＩＧＩＴＡＬ,東証STD,"1,320",+53,4.18,"3,132,300",2026/07/29
161,161,7504,(株)高速,東証PRM,"4,000",+160,4.17,"101,500",2026/07/29
162,162,3769,ＧＭＯペイメントゲートウェイ(株),東証PRM,"10,265",+410,4.16,"370,500",2026/07/29
163,163,4301,(株)アミューズ,東証PRM,"2,028",+81,4.16,"35,600",2026/07/29
164,164,6753,シャープ(株),東証PRM,635.6,+25.4,4.16,"6,074,300",2026/07/29
165,165,3923,(株)ラクス,東証PRM,"1,104",+44,4.15,"3,408,700",2026/07/29
166,166,9678,(株)カナモト,東証PRM,"5,280",+210,4.14,"371,100",2026/07/29
167,167,3659,(株)ネクソン,東証PRM,"2,590.5",+102.5,4.12,"3,147,800",2026/07/29
168,168,6199,(株)セラク,東証STD,"1,364",+54,4.12,"39,600",2026/07/29
169,169,4371,(株)コアコンセプト・テクノロジー,東証GRT,"1,454",+57,4.08,"51,300",2026/07/29
170,170,4543,テルモ(株),東証PRM,"2,382.5",+93.5,4.08,"6,546,900",2026/07/29
171,171,8136,(株)サンリオ,東証PRM,"1,343",+52.5,4.07,"39,233,600",2026/07/29
172,172,4443,Ｓａｎｓａｎ(株),東証PRM,"2,051",+80,4.06,"2,309,800",2026/07/29
173,173,3097,(株)物語コーポレーション,東証PRM,"5,400",+210,4.05,"333,200",2026/07/29
174,174,4684,(株)オービック,東証PRM,"4,752",+185,4.05,"2,885,600",2026/07/29
175,175,4476,ＡＩ　ＣＲＯＳＳ(株),東証GRT,"1,081",+42,4.04,"59,600",2026/07/29
176,176,5411,ＪＦＥホールディングス(株),東証PRM,"1,867.5",+72.5,4.04,"9,999,100",2026/07/29
177,177,8848,(株)レオパレス２１,東証PRM,696,+27,4.04,"1,880,200",2026/07/29
178,178,8706,極東証券(株),東証PRM,"1,809",+70,4.03,"582,800",2026/07/29
179,179,3116,トヨタ紡織(株),東証PRM,"2,406.5",+93,4.02,"1,184,700",2026/07/29
180,180,2216,カンロ(株),東証STD,"1,272",+49,4.01,"86,300",2026/07/29
181,181,2579,コカ・コーラ　ボトラーズジャパンホールディングス(株),東証PRM,"4,591",+177,4.01,"1,220,800",2026/07/29
182,182,2742,(株)ハローズ,東証PRM,"4,020",+155,4.01,"50,200",2026/07/29
183,183,6098,(株)リクルートホールディングス,東証PRM,"13,100",+505,4.01,"5,734,800",2026/07/29
184,184,6758,ソニーグループ(株),東証PRM,"3,809",+147,4.01,"32,149,300",2026/07/29
185,185,7417,(株)南陽,東証STD,"1,947",+75,4.01,"29,000",2026/07/29
186,186,9601,松竹(株),東証PRM,"11,970",+460,4.0,"80,100",2026/07/29
187,187,9603,(株)エイチ・アイ・エス,東証PRM,"1,093",+42,4.0,"1,140,300",2026/07/29
188,188,2726,(株)パルグループホールディングス,東証PRM,"1,538",+59,3.99,"1,397,800",2026/07/29
189,189,4751,(株)サイバーエージェント,東証PRM,"1,576",+60.5,3.99,"5,887,800",2026/07/29
190,190,8410,(株)セブン銀行,東証PRM,333.5,+12.8,3.99,"10,508,100",2026/07/29
191,191,9790,福井コンピュータホールディングス(株),東証PRM,"3,260",+125,3.99,"63,600",2026/07/29
192,192,4967,小林製薬(株),東証PRM,"5,874",+225,3.98,"289,600",2026/07/29
193,193,5258,(株)トランザクション・メディア・ネットワークス,東証GRT,419,+16,3.97,"84,000",2026/07/29
194,194,3088,(株)マツキヨココカラ＆カンパニー,東証PRM,"2,692",+102.5,3.96,"2,060,800",2026/07/29
195,195,3182,オイシックス(株),東証PRM,"1,679",+64,3.96,"170,100",2026/07/29
196,196,1450,ＴＡＮＡＫＥＮ(株),東証STD,"1,449",+55,3.95,"7,200",2026/07/29
197,197,5380,新東(株),東証STD,"1,107",+42,3.94,700,2026/07/29
198,198,6586,(株)マキタ,東証PRM,"5,895",+223,3.93,"1,568,400",2026/07/29
199,199,8596,(株)九州リースサービス,東証STD,"1,560",+59,3.93,"75,900",2026/07/29
200,200,9974,(株)ベルク,東証PRM,"6,880",+260,3.93,"58,900",2026/07/29
201,201,2220,亀田製菓(株),東証PRM,"1,299",+49,3.92,"325,000",2026/07/29
202,202,3836,(株)アバントグループ,東証PRM,"1,328",+50,3.91,"132,700",2026/07/29
203,203,6702,富士通(株),東証PRM,"3,844",+144,3.89,"17,422,500",2026/07/29
