順位(全市場),順位,コード,銘柄名,市場,現在値,前日比,騰落率(%),出来高,時刻
1,1,218A,(株)Ｌｉｂｅｒａｗａｒｅ,東証GRT,738,-300,-28.9,"409,400",2026/06/15
2,2,186A,(株)アストロスケールホールディングス,東証GRT,"1,505",-400,-21.0,"7,225,700",2026/06/15
3,3,9256,(株)サクシード,東証GRT,"2,640",-700,-20.96,"224,300",2026/06/15
4,4,462A,(株)ＦＵＮＤＩＮＮＯ,東証GRT,322,-79,-19.7,"2,092,800",2026/06/15
5,5,3444,(株)菊池製作所,東証STD,860,-183,-17.55,"702,700",2026/06/15
6,6,4075,ブレインズテクノロジー(株),東証GRT,835,-175,-17.33,"150,500",2026/06/15
7,7,3853,アステリア(株),東証PRM,"1,440",-290,-16.76,"2,190,400",2026/06/15
8,8,464A,(株)ＱＰＳホールディングス,東証GRT,"2,324",-468,-16.76,"5,799,400",2026/06/15
9,9,290A,(株)Ｓｙｎｓｐｅｃｔｉｖｅ,東証GRT,"1,310",-242,-15.59,"4,446,800",2026/06/15
10,10,6656,インスペック(株),東証STD,"1,122",-194,-14.74,"849,400",2026/06/15
11,11,402A,(株)アクセルスペースホールディングス,東証GRT,580,-100,-14.71,"6,118,600",2026/06/15
12,12,7412,(株)アトム,東証STD,581,-100,-14.68,"249,100",2026/06/15
13,13,1685,WisdomTree エネルギー上場投信,東証ETF,754.9,-125,-14.21,"5,360",2026/06/15
14,14,6072,地盤ネットホールディングス(株),東証STD,982,-154,-13.56,"6,482,400",2026/06/15
15,15,4346,(株)ＮＥＸＹＺ．Ｇｒｏｕｐ,東証STD,730,-114,-13.51,"1,202,700",2026/06/15
16,16,3825,(株)リミックスポイント,東証STD,240,-36,-13.04,"16,364,900",2026/06/15
17,17,8105,Ｂｉｔｃｏｉｎ　Ｊａｐａｎ(株),東証STD,200,-30,-13.04,"9,719,900",2026/06/15
18,18,6731,(株)ピクセラ,東証STD,129,-19,-12.84,"2,101,400",2026/06/15
19,19,9240,(株)デリバリーコンサルティング,東証GRT,419,-57,-11.97,"82,000",2026/06/15
20,20,2776,新都ホールディングス(株),東証STD,90,-12,-11.76,"2,087,000",2026/06/15
21,21,6666,リバーエレテック(株),東証STD,845,-107,-11.24,"796,200",2026/06/15
22,22,441A,ＮＥ(株),東証GRT,221,-27,-10.89,"154,700",2026/06/15
23,23,7831,(株)ウイルコホールディングス,東証STD,68,-8,-10.53,"183,300",2026/06/15
24,24,6085,アーキテクツ・スタジオ・ジャパン(株),東証GRT,307,-36,-10.5,"3,367,400",2026/06/15
25,25,278A,Ｔｅｒｒａ　Ｄｒｏｎｅ(株),東証GRT,"7,250",-850,-10.49,"810,300",2026/06/15
26,26,9603,(株)エイチ・アイ・エス,東証PRM,913,-106,-10.4,"3,281,000",2026/06/15
27,27,2923,サトウ食品(株),東証STD,"6,780",-780,-10.32,"39,000",2026/06/15
28,28,324A,(株)ブッキングリゾート,東証GRT,693,-78,-10.12,"129,300",2026/06/15
29,29,9444,(株)トーシンホールディングス,東証STD,225,-25,-10.0,"61,100",2026/06/15
30,30,1360,日経平均ベア2倍上場投信,東証ETF,65.1,-7.2,-9.96,"200,094,890",2026/06/15
31,31,1357,(NEXT FUNDS) 日経ダブルインバース上場投信,東証ETF,"2,657",-293,-9.93,"13,663,595",2026/06/15
32,32,8013,(株)ナイガイ,東証STD,330,-35,-9.59,"46,300",2026/06/15
33,33,5252,日本ナレッジ(株),東証GRT,690,-73,-9.57,"22,200",2026/06/15
34,34,1366,iFreeETF 日経平均ダブルインバース・インデックス,東証ETF,67,-7,-9.46,"6,390,654",2026/06/15
35,35,4378,(株)ＣＩＮＣ,東証GRT,662,-69,-9.44,"791,200",2026/06/15
36,36,3907,シリコンスタジオ(株),東証STD,844,-86,-9.25,"177,900",2026/06/15
37,37,9236,ジャパンＭ＆Ａソリューション(株),東証GRT,"1,004",-100,-9.06,"56,900",2026/06/15
38,38,8938,グローム・ホールディングス(株),東証GRT,275,-27,-8.94,"33,400",2026/06/15
39,39,9348,(株)ｉｓｐａｃｅ,東証GRT,503,-48,-8.71,"4,673,400",2026/06/15
40,40,5721,エスクリプトエナジー(株),東証STD,63,-6,-8.7,"2,199,400",2026/06/15
41,41,5342,ジャニス工業(株),名証MN,442,-41,-8.49,"3,200",2026/06/15
42,42,1459,楽天 ETF-日経ダブルインバース指数連動型,東証ETF,108,-10,-8.47,"24,378,815",2026/06/15
43,43,2038,NEXT NOTES ドバイ原油先物 ダブル・ブル ETN,東証ETF,"2,258",-200,-8.14,"327,078",2026/06/15
44,44,1690,WisdomTree WTI原油上場投信,東証ETF,"2,180.5",-190,-8.02,"10,750",2026/06/15
45,45,9412,スカパーＪＳＡＴ(株),東証PRM,"3,220",-265,-7.6,"4,231,600",2026/06/15
46,46,318A,VIX短期先物指数ETF,東証ETF,474,-37.7,-7.37,"1,413,380",2026/06/15
47,47,7069,(株)サイバー・バズ,東証GRT,"1,198",-94,-7.28,"15,300",2026/06/15
48,48,190A,Ｃｈｏｒｄｉａ　Ｔｈｅｒａｐｅｕｔｉｃｓ(株),東証GRT,90,-7,-7.22,"2,312,300",2026/06/15
49,49,3653,(株)モルフォ,東証GRT,570,-43,-7.01,"86,400",2026/06/15
50,50,7694,(株)いつも,東証GRT,427,-32,-6.97,"27,800",2026/06/15
51,51,485A,(株)パワーエックス,東証GRT,"2,385",-177,-6.91,"3,334,100",2026/06/15
52,52,7985,ネポン(株),福証,717,-53,-6.88,300,2026/06/15
53,53,9235,売れるネット広告社グループ(株),東証GRT,500,-36,-6.72,"168,700",2026/06/15
54,54,8139,(株)ナガホリ,東証STD,"2,159",-155,-6.7,"102,300",2026/06/15
55,55,9704,(株)アゴーラホスピタリティーグループ,東証STD,28,-2,-6.67,"1,605,000",2026/06/15
56,56,3845,(株)アイフリークモバイル,東証STD,200,-14,-6.54,"236,700",2026/06/15
57,57,9468,(株)ＫＡＤＯＫＡＷＡ,東証PRM,"3,150",-219,-6.5,"988,300",2026/06/15
58,58,3030,(株)ハブ,東証STD,866,-60,-6.48,"241,000",2026/06/15
59,59,1469,JPX日経400ベア2倍上場投信ダブルインバース,東証ETF,198.4,-13.4,-6.33,"63,740",2026/06/15
60,60,8783,ａｂｃ(株),東証STD,89,-6,-6.32,"1,447,600",2026/06/15
61,61,5248,(株)テクノロジーズ,東証GRT,461,-31,-6.3,"77,100",2026/06/15
62,62,442A,クラシコ(株),東証GRT,"1,372",-92,-6.28,"49,600",2026/06/15
63,63,9417,(株)スマートバリュー,東証STD,315,-21,-6.25,"117,500",2026/06/15
64,64,1671,WTI原油価格連動型上場投信,東証ETF,"4,846",-318,-6.16,"587,048",2026/06/15
65,65,1356,TOPIXベア2倍上場投信,東証ETF,113,-7.3,-6.07,"10,048,050",2026/06/15
66,66,3539,(株)ＪＭホールディングス,東証PRM,"1,201",-75,-5.88,"379,800",2026/06/15
67,67,6336,(株)石井表記,東証STD,"1,648",-102,-5.83,"412,800",2026/06/15
68,68,6635,(株)大日光・エンジニアリング,東証STD,685,-42,-5.78,"125,500",2026/06/15
69,69,6740,(株)ジャパンディスプレイ,東証PRM,49,-3,-5.77,"95,131,300",2026/06/15
70,70,1368,iFreeETF TOPIXダブルインバース(-2倍)指数,東証ETF,165,-10,-5.71,"147,045",2026/06/15
71,71,7640,(株)トップカルチャー,東証STD,166,-10,-5.68,"106,900",2026/06/15
72,72,1699,(NEXT FUNDS)NOMURA原油インデックス上場,東証ETF,595.9,-35.7,-5.65,"768,920",2026/06/15
73,73,7689,(株)コパ・コーポレーション,東証GRT,343,-20,-5.51,"16,600",2026/06/15
74,74,2695,くら寿司(株),東証PRM,"1,550",-89,-5.43,"759,400",2026/06/15
75,75,8254,(株)さいか屋,東証STD,227,-13,-5.42,"287,700",2026/06/15
76,76,5987,(株)オーネックス,東証STD,"1,965",-110,-5.3,"1,500",2026/06/15
77,77,3260,(株)エスポア,名証NXT,735,-41,-5.28,"8,300",2026/06/15
78,78,2870,iFreeETF NASDAQ100ダブルインバース,東証ETF,"7,314",-401,-5.2,"32,013",2026/06/15
79,79,1580,日経平均ベア上場投信,東証ETF,762.7,-41.3,-5.14,"732,270",2026/06/15
80,80,3077,ホリイフードサービス(株),東証STD,685,-37,-5.12,"59,600",2026/06/15
81,81,4751,(株)サイバーエージェント,東証PRM,"1,295",-69,-5.06,"8,071,800",2026/06/15
82,82,7777,(株)スリー・ディー・マトリックス,東証GRT,341,-18,-5.01,"8,446,600",2026/06/15
83,83,3843,フリービット(株),東証PRM,"1,368",-72,-5.0,"153,900",2026/06/15
84,84,1466,iFreeETF JPX日経400ダブルインバース・インデックス,東証ETF,210,-11,-4.98,"6,360",2026/06/15
85,85,1456,iFreeETF 日経平均インバース・インデックス,東証ETF,"1,226",-64,-4.96,"101,157",2026/06/15
86,86,1571,(NEXT FUNDS)日経平均インバース上場投信,東証ETF,288,-15,-4.95,"2,392,258",2026/06/15
87,87,3803,イメージ情報開発(株),東証GRT,405,-21,-4.93,"59,100",2026/06/15
88,88,7685,(株)ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,東証GRT,"3,570",-185,-4.93,"457,300",2026/06/15
89,89,7220,武蔵精密工業(株),東証PRM,"4,645",-240,-4.91,"3,508,100",2026/06/15
90,90,7090,(株)リグア,東証GRT,952,-48,-4.8,"3,500",2026/06/15
91,91,2874,ヨコレイ,東証PRM,"1,768",-89,-4.79,"274,500",2026/06/15
92,92,8289,(株)Ｏｌｙｍｐｉｃグループ,東証STD,956,-48,-4.78,"18,600",2026/06/15
93,93,4448,(株)ｋｕｂｅｌｌ,東証GRT,261,-13,-4.74,"347,700",2026/06/15
94,94,1691,WisdomTree ガソリン上場投信,東証ETF,"12,485",-620,-4.73,346,2026/06/15
95,95,1472,(NEXT FUNDS)JPX日経400ダブルインバース,東証ETF,82,-4,-4.65,"18,259",2026/06/15
96,96,3320,クロスプラス(株),東証STD,"1,240",-60,-4.62,"52,700",2026/06/15
97,97,431A,ユーソナー(株),東証GRT,"1,945",-94,-4.61,"36,600",2026/06/15
98,98,1563,東証グロース･コア,東証ETF,"2,239",-108,-4.6,"97,521",2026/06/15
99,99,2034,NEXT NOTES 韓国KOSPI･ベアETN,東証ETF,"1,591",-76,-4.56,"12,577",2026/06/15
100,100,7071,(株)アンビスホールディングス,東証PRM,335,-16,-4.56,"434,700",2026/06/15
101,101,6049,(株)イトクロ,東証GRT,253,-12,-4.53,"24,400",2026/06/15
102,102,2037,NEXT NOTES 金先物 ベア ETN,東証ETF,"1,261",-59,-4.47,"24,026",2026/06/15
103,103,4071,(株)プラスアルファ・コンサルティング,東証PRM,"2,555",-119,-4.45,"291,200",2026/06/15
104,104,8746,ｕｎｂａｎｋｅｄ(株),東証STD,237,-11,-4.44,"139,400",2026/06/15
105,105,4544,Ｈ．Ｕ．グループホールディングス(株),東証PRM,"3,244",-148,-4.36,"409,900",2026/06/15
106,106,3807,(株)フィスコ,東証GRT,88,-4,-4.35,"199,900",2026/06/15
107,107,192A,インテグループ(株),東証GRT,"1,249",-56,-4.29,"16,500",2026/06/15
108,108,2459,アウンコンサルティング(株),東証STD,156,-7,-4.29,"96,300",2026/06/15
