順位(全市場),順位,コード,銘柄名,市場,現在値,前日比,騰落率(%),出来高,時刻
1,1,9425,ＲｅＹｕｕ　Ｊａｐａｎ(株),東証STD,353,+80,29.3,"3,732,700",2026/05/07
2,2,7162,アストマックス(株),東証STD,378,+80,26.85,"111,400",2026/05/07
3,3,6387,サムコ(株),東証PRM,"14,370","+2,900",25.28,"327,900",2026/05/07
4,4,6862,ミナトホールディングス(株),東証STD,"3,760",+700,22.88,"1,237,800",2026/05/07
5,5,4062,イビデン(株),東証PRM,"16,375","+3,000",22.43,"11,586,800",2026/05/07
6,6,3436,(株)ＳＵＭＣＯ,東証PRM,"3,033",+500,19.74,"3,176,400",2026/05/07
7,7,6141,ＤＭＧ森精機(株),東証PRM,"3,589",+589,19.63,"7,133,100",2026/05/07
8,8,4840,(株)トライアイズ,東証STD,915,+150,19.61,"612,000",2026/05/07
9,9,6085,アーキテクツ・スタジオ・ジャパン(株),東証GRT,615,+100,19.42,"11,750,600",2026/05/07
10,10,278A,Ｔｅｒｒａ　Ｄｒｏｎｅ(株),東証GRT,"12,850","+2,080",19.31,"2,877,500",2026/05/07
11,11,285A,キオクシアホールディングス(株),東証PRM,"43,410","+7,000",19.23,"1,272,600",2026/05/07
12,12,2033,NEXT NOTES 韓国KOSPI･ダブル･ブルETN,東証ETF,"95,500","+15,000",18.63,210,2026/05/07
13,13,9984,ソフトバンクグループ(株),東証PRM,"6,424","+1,000",18.44,"119,003,600",2026/05/07
14,14,6666,リバーエレテック(株),東証STD,"1,193",+184,18.24,"755,400",2026/05/07
15,15,9235,売れるネット広告社グループ(株),東証GRT,652,+100,18.12,"954,700",2026/05/07
16,16,5706,三井金属(株),東証PRM,"48,060","+7,000",17.05,"2,151,900",2026/05/07
17,17,6840,(株)ＡＫＩＢＡホールディングス,東証STD,689,+100,16.98,"1,243,500",2026/05/07
18,18,4971,メック(株),東証PRM,"10,420","+1,500",16.82,"446,600",2026/05/07
19,19,268A,リガク・ホールディングス(株),東証PRM,"3,115",+448,16.8,"6,124,700",2026/05/07
20,20,6327,北川精機(株),東証STD,"3,380",+483,16.67,"953,500",2026/05/07
21,21,7220,武蔵精密工業(株),東証PRM,"4,950",+700,16.47,"2,915,300",2026/05/07
22,22,2962,(株)テクニスコ,東証STD,"1,083",+150,16.08,"200,400",2026/05/07
23,23,4565,ネクセラファーマ(株),東証PRM,"1,102",+150,15.76,"2,322,800",2026/05/07
24,24,6724,セイコーエプソン(株),東証PRM,"2,412.5",+317.5,15.16,"6,502,700",2026/05/07
25,25,6656,インスペック(株),東証STD,781,+100,14.68,"150,200",2026/05/07
26,26,5802,住友電気工業(株),東証PRM,"11,345","+1,445",14.6,"10,977,100",2026/05/07
27,27,3905,データセクション(株),東証GRT,"1,689",+215,14.59,"1,407,100",2026/05/07
28,28,6855,日本電子材料(株),東証STD,"7,920","+1,000",14.45,"834,100",2026/05/07
29,29,5857,ＡＲＥホールディングス(株),東証PRM,"4,010",+505,14.41,"2,068,300",2026/05/07
30,30,7376,ＢＣＣ(株),東証GRT,"1,231",+154,14.3,"96,300",2026/05/07
31,31,9880,イノテック(株),東証PRM,"3,225",+402,14.24,"578,800",2026/05/07
32,32,213A,上場インデックスファンド日経半導体株,東証ETF,404,+50,14.12,"1,160,120",2026/05/07
33,33,5699,(株)イボキン,東証STD,"2,253",+276,13.96,"102,300",2026/05/07
