順位(全市場),順位,コード,銘柄名,市場,現在値,前日比,騰落率(%),出来高,時刻
1,1,3787,(株)テクノマセマティカル,東証STD,258,-80,-23.67,"175,000",2026/06/04
2,2,8105,Ｂｉｔｃｏｉｎ　Ｊａｐａｎ(株),東証STD,276,-80,-22.47,"55,781,000",2026/06/04
3,3,6072,地盤ネットホールディングス(株),東証STD,"1,474",-400,-21.34,"5,853,100",2026/06/04
4,4,9331,(株)キャスター,東証GRT,946,-203,-17.67,"99,100",2026/06/04
5,5,9399,ビート・ホールディングス・リミテッド,東証STD外国,10,-2,-16.67,"8,231,400",2026/06/04
6,6,3691,(株)デジタルプラス,東証GRT,"1,334",-265,-16.57,"158,500",2026/06/04
7,7,4392,ＦＩＧ(株),東証PRM,"1,363",-266,-16.33,"5,238,300",2026/06/04
8,8,6327,北川精機(株),東証STD,"3,840",-680,-15.04,"928,100",2026/06/04
9,9,3933,チエル(株),東証STD,442,-75,-14.51,"157,900",2026/06/04
10,10,550A,(株)ソフトテックス,東証STD,"2,338",-392,-14.36,"49,600",2026/06/04
11,11,6696,(株)トラース・オン・プロダクト,東証GRT,257,-43,-14.33,"288,800",2026/06/04
12,12,4078,堺化学工業(株),東証PRM,"5,160",-750,-12.69,"955,000",2026/06/04
13,13,5856,(株)エルアイイーエイチ,東証STD,7,-1,-12.5,"2,364,800",2026/06/04
14,14,9425,ＲｅＹｕｕ　Ｊａｐａｎ(株),東証STD,166,-23,-12.17,"833,400",2026/06/04
15,15,5031,モイ(株),東証GRT,481,-66,-12.07,"836,800",2026/06/04
16,16,9984,ソフトバンクグループ(株),東証PRM,"7,377",-938,-11.28,"76,525,600",2026/06/04
17,17,2033,NEXT NOTES 韓国KOSPI･ダブル･ブルETN,東証ETF,"144,900","-18,050",-11.08,"10,957",2026/06/04
18,18,3853,アステリア(株),東証PRM,"1,987",-239,-10.74,"1,677,500",2026/06/04
19,19,428A,サイプレス・ホールディングス(株),東証STD,"1,163",-136,-10.47,"62,000",2026/06/04
20,20,3624,アクセルマーク(株),東証GRT,73,-8,-9.88,"3,671,600",2026/06/04
21,21,485A,(株)パワーエックス,東証GRT,"2,893",-317,-9.88,"7,197,800",2026/06/04
22,22,5254,(株)Ａｒｅｎｔ,東証GRT,"3,200",-350,-9.86,"44,400",2026/06/04
23,23,7220,武蔵精密工業(株),東証PRM,"8,810",-930,-9.55,"4,071,100",2026/06/04
24,24,5074,テスホールディングス(株),東証PRM,925,-97,-9.49,"3,232,100",2026/06/04
25,25,2874,ヨコレイ,東証PRM,"2,272",-232,-9.27,"306,900",2026/06/04
26,26,464A,(株)ＱＰＳホールディングス,東証GRT,"2,720",-278,-9.27,"3,895,500",2026/06/04
27,27,431A,ユーソナー(株),東証GRT,"2,112",-213,-9.16,"77,300",2026/06/04
28,28,9941,太洋物産(株),東証STD,"1,049",-104,-9.02,"113,600",2026/06/04
29,29,6217,津田駒工業(株),東証STD,"1,043",-103,-8.99,"652,200",2026/06/04
30,30,4375,セーフィー(株),東証GRT,645,-63,-8.9,"673,500",2026/06/04
31,31,5367,(株)ニッカトー,東証STD,"1,298",-125,-8.78,"1,029,900",2026/06/04
32,32,6875,(株)メガチップス,東証PRM,"11,960","-1,150",-8.77,"160,700",2026/06/04
