順位(全市場),順位,コード,銘柄名,市場,現在値,前日比,騰落率(%),出来高,時刻
1,1,4381,ビープラッツ(株),東証GRT,363,+80,28.27,"1,188,000",2026/08/03
2,2,6810,マクセル(株),東証PRM,"2,570",+500,24.15,"1,255,500",2026/08/03
3,3,2737,(株)トーメンデバイス,東証PRM,"26,150","+5,000",23.64,"154,100",2026/08/03
4,4,4052,フィーチャ(株),東証GRT,422,+80,23.39,"243,200",2026/08/03
5,5,6952,カシオ計算機(株),東証PRM,"2,164.5",+400,22.67,"4,748,100",2026/08/03
6,6,9110,ＮＳユナイテッド海運(株),東証PRM,"9,540","+1,500",18.66,"26,100",2026/08/03
7,7,7063,(株)Ｂｉｒｄｍａｎ,東証GRT,102,+16,18.6,"2,860,000",2026/08/03
8,8,4220,リケンテクノス(株),東証PRM,"2,621",+405,18.28,"913,500",2026/08/03
9,9,4073,(株)ジィ・シィ企画,東証GRT,529,+80,17.82,"189,400",2026/08/03
10,10,2121,(株)ＭＩＸＩ,東証PRM,"3,400",+504,17.4,"1,687,500",2026/08/03
11,11,8995,(株)誠建設工業,東証STD,"1,140",+150,15.15,"213,200",2026/08/03
12,12,7504,(株)高速,東証PRM,"4,745",+605,14.61,"267,600",2026/08/03
13,13,3176,三洋貿易(株),東証PRM,985,+120,13.87,"1,121,700",2026/08/03
14,14,278A,Ｔｅｒｒａ　Ｄｒｏｎｅ(株),東証GRT,"12,000","+1,460",13.85,"781,700",2026/08/03
15,15,3762,テクマトリックス(株),東証PRM,"2,324",+282,13.81,"1,012,800",2026/08/03
16,16,6723,ルネサスエレクトロニクス(株),東証PRM,"3,905",+463,13.45,"38,300,100",2026/08/03
17,17,6668,(株)アドテック　プラズマ　テクノロジー,東証STD,"3,250",+379,13.2,"289,500",2026/08/03
18,18,7510,(株)たけびし,東証PRM,"2,753",+315,12.92,"148,000",2026/08/03
19,19,4203,住友ベークライト(株),東証PRM,"7,236",+723,11.1,"2,974,300",2026/08/03
20,20,3810,サイバーステップホールディングス(株),東証STD,171,+17,11.04,"1,273,000",2026/08/03
21,21,7279,(株)ハイレックスコーポレーション,東証STD,"2,532",+235,10.23,"324,700",2026/08/03
