順位(全市場),順位,コード,銘柄名,市場,現在値,前日比,騰落率(%),出来高,時刻
1,1,6634,(株)ＪＮグループ,東証STD,67,+12,21.82,"9,722,000",2026/06/16
2,2,7084,(株)Ｓｍｉｌｅ　Ｈｏｌｄｉｎｇｓ,東証GRT,"2,837",+498,21.29,"107,400",2026/06/16
3,3,6838,(株)多摩川ホールディングス,東証STD,"2,280",+400,21.28,"27,400",2026/06/16
4,4,3559,(株)ピーバンドットコム,東証STD,459,+80,21.11,"1,890,900",2026/06/16
5,5,278A,Ｔｅｒｒａ　Ｄｒｏｎｅ(株),東証GRT,"8,750","+1,500",20.69,"689,500",2026/06/16
6,6,2586,(株)フルッタフルッタ,東証GRT,113,+19,20.21,"9,653,200",2026/06/16
7,7,7746,岡本硝子(株),東証STD,897,+150,20.08,"6,711,800",2026/06/16
8,8,3803,イメージ情報開発(株),東証GRT,485,+80,19.75,"268,900",2026/06/16
9,9,6327,北川精機(株),東証STD,"4,445",+700,18.69,"1,048,100",2026/06/16
10,10,5016,ＪＸ金属(株),東証PRM,"4,466",+700,18.59,"32,615,200",2026/06/16
11,11,485A,(株)パワーエックス,東証GRT,"2,791",+406,17.02,"7,038,100",2026/06/16
12,12,4179,(株)ジーネクスト,東証GRT,700,+100,16.67,"27,400",2026/06/16
13,13,9237,(株)笑美面,東証GRT,712,+100,16.34,"13,300",2026/06/16
14,14,4666,パーク２４(株),東証PRM,"2,162.5",+298,15.98,"6,210,300",2026/06/16
15,15,6966,(株)三井ハイテック,東証PRM,"1,108",+150,15.66,"3,608,100",2026/06/16
16,16,6627,(株)テラプローブ,東証STD,"12,370","+1,630",15.18,"352,700",2026/06/16
17,17,6787,(株)メイコー,東証PRM,"34,850","+4,450",14.64,"1,004,800",2026/06/16
18,18,3441,(株)山王,東証STD,"3,065",+377,14.03,"269,300",2026/06/16
19,19,3480,(株)ジェイ・エス・ビー,東証PRM,"8,980","+1,050",13.24,"2,471,200",2026/06/16
20,20,5971,(株)共和工業所,東証STD,"7,810",+860,12.37,"4,100",2026/06/16
21,21,215A,(株)タイミー,東証GRT,"1,428",+155,12.18,"5,195,200",2026/06/16
22,22,6597,ＨＰＣシステムズ(株),東証GRT,"4,765",+500,11.72,"289,300",2026/06/16
23,23,5729,日本精鉱(株),東証STD,"1,650",+172,11.64,"126,100",2026/06/16
24,24,3627,テクミラホールディングス(株),東証STD,299,+31,11.57,"1,384,800",2026/06/16
25,25,554A,(株)バトンズ,東証GRT,"1,337",+138,11.51,"50,200",2026/06/16
26,26,3110,日東紡,東証PRM,"21,690","+2,230",11.46,"3,687,800",2026/06/16
27,27,6031,ＺＥＴＡ(株),東証GRT,293,+28,10.57,"600,100",2026/06/16
28,28,3687,(株)フィックスターズ,東証PRM,"2,333",+206,9.69,"6,099,700",2026/06/16
29,29,5885,(株)ジーデップ・アドバンス,東証STD,"2,838",+244,9.41,"86,600",2026/06/16
30,30,3195,(株)ジェネレーションパス,東証STD,466,+40,9.39,"223,500",2026/06/16
31,31,276A,ククレブ・アドバイザーズ(株),東証GRT,"3,085",+263,9.32,"49,000",2026/06/16
32,32,5962,浅香工業(株),東証STD,"1,857",+157,9.24,"9,000",2026/06/16
33,33,3926,(株)オープンドア,東証STD,285,+24,9.2,"141,100",2026/06/16
34,34,8938,グローム・ホールディングス(株),東証GRT,300,+25,9.09,"38,000",2026/06/16
35,35,5803,(株)フジクラ,東証PRM,"4,738",+392,9.02,"68,142,600",2026/06/16
36,36,6907,ジオマテック(株),東証STD,657,+54,8.96,"103,600",2026/06/16
37,37,4388,(株)エーアイ,東証STD,384,+31,8.78,"53,700",2026/06/16
38,38,286A,(株)ユカリア,東証GRT,673,+54,8.72,"180,400",2026/06/16
39,39,5706,三井金属(株),東証PRM,"48,500","+3,810",8.53,"2,735,900",2026/06/16
40,40,4265,Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ　ａ　Ｇｌｏｂａｌ　Ｓｏｃｉｅ(株),東証GRT,255,+20,8.51,"104,100",2026/06/16
41,41,5985,サンコール(株),東証STD,"1,616",+125,8.38,"1,186,800",2026/06/16
42,42,9399,ビート・ホールディングス・リミテッド,東証STD外国,13,+1,8.33,"1,882,706",2026/06/16
43,43,6777,ｓａｎｔｅｃ　Ｈｏｌｄｉｎｇｓ(株),東証STD,"27,070","+2,020",8.06,"196,200",2026/06/16
44,44,4446,Ｌｉｎｋ－Ｕグループ(株),東証PRM,785,+55,7.53,"695,300",2026/06/16
45,45,3439,(株)三ツ知,東証STD,675,+47,7.48,"8,400",2026/06/16
46,46,275A,ハンワホームズ(株),名証NXT,334,+23,7.4,"3,000",2026/06/16
47,47,3905,データセクション(株),東証GRT,"5,200",+355,7.33,"2,267,300",2026/06/16
48,48,4420,イーソル(株),東証STD,828,+56,7.25,"270,100",2026/06/16
49,49,7878,(株)光・彩,東証STD,"1,452",+98,7.24,"88,300",2026/06/16
50,50,5805,ＳＷＣＣ(株),東証PRM,"13,740",+920,7.18,"599,200",2026/06/16
51,51,6507,シンフォニアテクノロジー(株),東証PRM,"14,720",+980,7.13,"176,200",2026/06/16
52,52,189A,(株)Ｄ＆Ｍカンパニー,東証GRT,974,+64,7.03,"50,100",2026/06/16
53,53,7762,シチズン時計(株),東証PRM,"2,363",+155,7.02,"1,592,500",2026/06/16
54,54,5802,住友電気工業(株),東証PRM,"12,320",+790,6.85,"8,747,100",2026/06/16
55,55,6480,日本トムソン(株),東証PRM,"2,124",+135,6.79,"1,802,100",2026/06/16
56,56,6387,サムコ(株),東証PRM,"16,220","+1,020",6.71,"381,200",2026/06/16
57,57,4980,デクセリアルズ(株),東証PRM,"4,568",+283,6.6,"2,858,100",2026/06/16
58,58,4022,ラサ工業(株),東証PRM,"2,313",+143,6.59,"3,467,400",2026/06/16
59,59,6090,ヒューマン・メタボローム・テクノロジーズ(株),東証STD,651,+40,6.55,"11,200",2026/06/16
60,60,2437,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ(株),東証STD,476,+29,6.49,"203,600",2026/06/16
61,61,9366,(株)サンリツ,東証STD,"1,079",+65,6.41,"29,900",2026/06/16
62,62,6834,(株)精工技研,東証STD,"27,570","+1,630",6.28,"218,000",2026/06/16
63,63,4263,サスメド(株),東証GRT,743,+43,6.14,"173,800",2026/06/16
64,64,2646,GX メタルビジネス-日本株式,東証ETF,"4,210",+241,6.07,"33,320",2026/06/16
65,65,6232,(株)ＡＣＳＬ,東証GRT,"1,834",+105,6.07,"991,800",2026/06/16
66,66,6574,(株)コンヴァノ,東証GRT,88,+5,6.02,"3,229,000",2026/06/16
67,67,5726,(株)大阪チタニウムテクノロジーズ,東証PRM,"2,901",+162,5.91,"1,177,900",2026/06/16
68,68,9272,ブティックス(株),東証GRT,"1,381",+77,5.9,"16,000",2026/06/16
69,69,477A,(株)スタートライン,東証GRT,667,+37,5.87,"40,100",2026/06/16
70,70,218A,(株)Ｌｉｂｅｒａｗａｒｅ,東証GRT,781,+43,5.83,"2,105,100",2026/06/16
71,71,8254,(株)さいか屋,東証STD,240,+13,5.73,"279,600",2026/06/16
72,72,6370,栗田工業(株),東証PRM,"9,187",+491,5.65,"709,000",2026/06/16
73,73,1623,(NEXT FUNDS)鉄鋼･非鉄上場投信,東証ETF,"70,850","+3,770",5.62,"6,435",2026/06/16
74,74,212A,フィットイージー(株),東証PRM,"2,721",+142,5.51,"345,200",2026/06/16
75,75,4119,(株)日本ピグメントホールディングス,東証STD,"5,220",+270,5.45,"11,500",2026/06/16
76,76,7004,カナデビア(株),東証PRM,"1,437",+74,5.43,"1,687,500",2026/06/16
77,77,2315,(株)ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,東証STD,59,+3,5.36,"14,894,900",2026/06/16
78,78,9362,兵機海運(株),東証STD,"3,660",+185,5.32,"1,000",2026/06/16
79,79,4425,Ｋｕｄａｎ(株),東証GRT,"1,840",+92,5.26,"235,300",2026/06/16
80,80,6998,日本タングステン(株),東証STD,"2,073",+103,5.23,"59,400",2026/06/16
81,81,5331,ノリタケ(株),東証PRM,"4,230",+210,5.22,"594,300",2026/06/16
82,82,6560,(株)エル・ティー・エス,東証PRM,"1,758",+86,5.14,"10,000",2026/06/16
83,83,5241,(株)日本オーエー研究所,名証MN,720,+35,5.11,"2,000",2026/06/16
84,84,6862,ミナトホールディングス(株),東証STD,"2,138",+104,5.11,"347,400",2026/06/16
85,85,5074,テスホールディングス(株),東証PRM,912,+44,5.07,"2,483,000",2026/06/16
86,86,6955,ＦＤＫ(株),東証STD,502,+24,5.02,"438,000",2026/06/16
87,87,6853,(株)共和電業,東証STD,880,+42,5.01,"94,600",2026/06/16
88,88,8105,Ｂｉｔｃｏｉｎ　Ｊａｐａｎ(株),東証STD,210,+10,5.0,"11,730,000",2026/06/16
89,89,1490,上場MSCI日本株高配当低ボラティリティ(βH),東証ETF,"7,900",+371,4.93,7,2026/06/16
90,90,5998,(株)アドバネクス,東証STD,"2,751",+129,4.92,"16,400",2026/06/16
91,91,5801,古河電気工業(株),東証PRM,"46,130","+2,160",4.91,"4,207,400",2026/06/16
92,92,9072,ニッコンホールディングス(株),東証PRM,"6,268",+293,4.9,"320,700",2026/06/16
93,93,5892,(株)ｙｕｔｏｒｉ,東証GRT,"2,040",+95,4.88,"91,100",2026/06/16
94,94,4506,住友ファーマ(株),東証PRM,"1,487",+68.5,4.83,"4,847,300",2026/06/16
95,95,7345,(株)アイ・パートナーズフィナンシャル,東証GRT,978,+45,4.82,"5,700",2026/06/16
96,96,135A,(株)ＶＲＡＩＮ　Ｓｏｌｕｔｉｏｎ,東証GRT,"4,155",+190,4.79,"103,400",2026/06/16
97,97,6976,太陽誘電(株),東証PRM,"20,190",+905,4.69,"39,288,300",2026/06/16
98,98,6981,(株)村田製作所,東証PRM,"10,530",+470,4.67,"37,241,100",2026/06/16
99,99,3914,ＪＩＧ－ＳＡＷ(株),東証GRT,"2,400",+106,4.62,"25,500",2026/06/16
100,100,7375,(株)リファインバースグループ,東証GRT,"1,325",+58,4.58,"73,800",2026/06/16
101,101,6864,(株)エヌエフホールディングス,東証STD,"1,871",+81,4.53,"120,900",2026/06/16
102,102,6707,サンケン電気(株),東証PRM,"9,302",+402,4.52,"242,000",2026/06/16
103,103,6521,(株)オキサイド,東証GRT,"4,680",+200,4.46,"340,300",2026/06/16
104,104,2334,(株)イオレ,東証GRT,570,+24,4.4,"2,210,800",2026/06/16
105,105,4736,日本ラッド(株),東証STD,598,+25,4.36,"20,000",2026/06/16
106,106,3810,サイバーステップホールディングス(株),東証STD,192,+8,4.35,"628,800",2026/06/16
107,107,3551,ダイニック(株),東証STD,"1,325",+55,4.33,"33,500",2026/06/16
108,108,7012,川崎重工業(株),東証PRM,"3,031",+125.5,4.32,"13,401,300",2026/06/16
109,109,5858,(株)ＳＴＧ,東証GRT,"1,148",+47,4.27,"1,900",2026/06/16
110,110,8383,(株)鳥取銀行,東証STD,"1,564",+64,4.27,"61,600",2026/06/16
111,111,5724,(株)アサカ理研,東証STD,"2,507",+102,4.24,"49,100",2026/06/16
112,112,6147,(株)ヤマザキ,福証,172,+7,4.24,"3,100",2026/06/16
113,113,6590,芝浦メカトロニクス(株),東証PRM,"4,930",+200,4.23,"1,970,200",2026/06/16
114,114,285A,キオクシアホールディングス(株),東証PRM,"94,720","+3,810",4.19,"36,218,300",2026/06/16
115,115,4380,(株)Ｍマート,東証GRT,"1,148",+46,4.17,"10,700",2026/06/16
116,116,7318,セレンディップ・ホールディングス(株),東証GRT,"2,153",+86,4.16,"141,700",2026/06/16
117,117,4320,(株)ＣＥホールディングス,東証STD,"1,785",+71,4.14,"31,700",2026/06/16
118,118,7011,三菱重工業(株),東証PRM,"3,810",+151,4.13,"27,316,000",2026/06/16
119,119,6754,アンリツ(株),東証PRM,"4,096",+162,4.12,"1,671,600",2026/06/16
120,120,5033,(株)ヌーラボ,東証GRT,743,+29,4.06,"12,300",2026/06/16
121,121,5252,日本ナレッジ(株),東証GRT,718,+28,4.06,"8,700",2026/06/16
122,122,2330,(株)フォーサイド,東証STD,77,+3,4.05,"311,200",2026/06/16
123,123,9603,(株)エイチ・アイ・エス,東証PRM,950,+37,4.05,"1,677,800",2026/06/16
124,124,4709,(株)ＩＤホールディングス,東証PRM,"1,110",+43,4.03,"140,900",2026/06/16
125,125,6226,守谷輸送機工業(株),東証STD,"2,321",+90,4.03,"209,400",2026/06/16
126,126,3915,(株)テラスカイ,東証PRM,"2,496",+96,4.0,"548,200",2026/06/16
127,127,6276,シリウスビジョン(株),東証STD,287,+11,3.99,"30,900",2026/06/16
128,128,6832,アオイ電子(株),東証STD,"2,893",+111,3.99,"89,900",2026/06/16
129,129,6674,(株)ジーエス・ユアサ　コーポレーション,東証PRM,"6,568",+250,3.96,"802,200",2026/06/16
130,130,6310,井関農機(株),東証PRM,"1,842",+70,3.95,"157,500",2026/06/16
131,131,6217,津田駒工業(株),東証STD,929,+35,3.91,"86,500",2026/06/16
132,132,3692,(株)ＦＦＲＩセキュリティ,東証GRT,"5,100",+190,3.87,"114,900",2026/06/16
133,133,2134,北浜キャピタルパートナーズ(株),東証STD,27,+1,3.85,"746,400",2026/06/16
134,134,4973,日本高純度化学(株),東証PRM,"5,390",+200,3.85,"130,600",2026/06/16
135,135,520A,ジェイファーマ(株),東証GRT,378,+14,3.85,"59,500",2026/06/16
136,136,7409,ＡｅｒｏＥｄｇｅ(株),東証GRT,"3,520",+130,3.83,"124,400",2026/06/16
137,137,4366,ダイトーケミックス(株),東証STD,516,+19,3.82,"293,000",2026/06/16
138,138,8104,クワザワホールディングス(株),東証STD,652,+24,3.82,"24,700",2026/06/16
139,139,9170,成友興業(株),名証MN,"5,190",+190,3.8,100,2026/06/16
140,140,2874,ヨコレイ,東証PRM,"1,835",+67,3.79,"238,300",2026/06/16
141,141,7521,(株)ムサシ,東証STD,"2,702",+98,3.76,"7,700",2026/06/16
142,142,6464,(株)ツバキ・ナカシマ,東証PRM,388,+14,3.74,"533,100",2026/06/16
143,143,4586,(株)メドレックス,東証GRT,56,+2,3.7,"239,500",2026/06/16
144,144,5942,日本フイルコン(株),東証STD,588,+21,3.7,"87,700",2026/06/16
145,145,9760,(株)進学会ホールディングス,東証STD,113,+4,3.67,"1,453,700",2026/06/16
146,146,3843,フリービット(株),東証PRM,"1,418",+50,3.65,"79,500",2026/06/16
147,147,6958,日本ＣＭＫ(株),東証PRM,767,+27,3.65,"933,200",2026/06/16
148,148,6745,ホーチキ(株),東証PRM,"2,000",+70,3.63,"291,700",2026/06/16
149,149,4011,(株)ヘッドウォータース,東証GRT,"2,035",+71,3.62,"24,600",2026/06/16
150,150,6810,マクセル(株),東証PRM,"2,235",+78,3.62,"259,600",2026/06/16
151,151,2345,(株)ＨＯＤＬ１,東証STD,202,+7,3.59,"399,400",2026/06/16
152,152,7074,(株)トゥエンティーフォーセブンホールディングス,東証GRT,174,+6,3.57,"4,500",2026/06/16
153,153,7571,(株)ヤマノホールディングス,東証STD,87,+3,3.57,"198,700",2026/06/16
154,154,9704,(株)アゴーラホスピタリティーグループ,東証STD,29,+1,3.57,"353,500",2026/06/16
155,155,6524,湖北工業(株),東証STD,"5,580",+190,3.53,"277,800",2026/06/16
156,156,6143,(株)ソディック,東証PRM,"2,088",+71,3.52,"693,000",2026/06/16
157,157,3976,(株)シャノン,東証GRT,503,+17,3.5,"13,300",2026/06/16
