順位(全市場),順位,コード,銘柄名,市場,現在値,前日比,騰落率(%),出来高,時刻
1,1,3189,(株)ＡＮＡＰホールディングス,東証STD,163,+50,44.25,"3,427,900",2026/08/21
2,2,7138,(株)ＴＯＲＩＣＯ,東証GRT,193,+50,34.97,"10,178,700",2026/08/21
3,3,4833,(株)Ｄｅｆ　ｃｏｎｓｕｌｔｉｎｇ,東証GRT,70,+18,34.62,"28,653,200",2026/08/21
4,4,9399,ビート・ホールディングス・リミテッド,東証STD外国,17,+4,30.77,"7,617,106",2026/08/21
5,5,3664,(株)ＷＩＺＥ,東証GRT,27,+5,22.73,"53,101,600",2026/08/21
6,6,456A,ＨＵＭＡＮ　ＭＡＤＥ(株),東証GRT,"1,662",+300,22.03,"2,210,500",2026/08/21
7,7,6085,アーキテクツ・スタジオ・ジャパン(株),東証GRT,122,+22,22.0,"22,537,700",2026/08/21
8,8,3350,(株)メタプラネット,東証STD,306,+53,20.95,"92,834,200",2026/08/21
9,9,296A,令和アカウンティング・ホールディングス(株),東証GRT,"1,087",+150,16.01,"586,000",2026/08/21
10,10,9115,明海グループ(株),東証STD,"1,129",+150,15.32,"261,600",2026/08/21
11,11,603A,(株)アイ・グリッド・ソリューションズ,東証GRT,876,+91,11.59,"966,900",2026/08/21
12,12,8254,(株)さいか屋,東証STD,316,+30,10.49,"422,700",2026/08/21
13,13,4691,ワシントンホテル(株),東証STD,"2,275",+210,10.17,"303,900",2026/08/21
14,14,3173,(株)Ｃｏｍｉｎｉｘ,東証STD,"1,546",+131,9.26,"48,400",2026/08/21
15,15,5575,(株)Ｇｌｏｂｅｅ,東証GRT,"1,295",+107,9.01,"40,800",2026/08/21
16,16,3810,サイバーステップホールディングス(株),東証STD,243,+20,8.97,"4,089,000",2026/08/21
17,17,4414,(株)フレクト,東証GRT,"1,133",+89,8.52,"120,500",2026/08/21
18,18,8836,(株)ＲＩＳＥ,東証STD,28,+2,7.69,"100,900",2026/08/21
19,19,3824,メディアファイブ(株),福岡Q,752,+53,7.58,"1,700",2026/08/21
20,20,7719,(株)東京衡機,東証STD,467,+32,7.36,"1,886,000",2026/08/21
21,21,9107,川崎汽船(株),東証PRM,"3,405",+231,7.28,"9,567,300",2026/08/21
22,22,6696,(株)トラース・オン・プロダクト,東証GRT,325,+22,7.26,"83,000",2026/08/21
23,23,4005,住友化学(株),東証PRM,559.8,+37.5,7.18,"26,076,700",2026/08/21
24,24,6634,(株)ＪＮグループ,東証STD,75,+5,7.14,"540,700",2026/08/21
25,25,504A,イノバセル(株),東証GRT,633,+42,7.11,"120,300",2026/08/21
26,26,472A,(株)ミラティブ,東証GRT,543,+36,7.1,"310,500",2026/08/21
27,27,5885,(株)ジーデップ・アドバンス,東証STD,"3,170",+207,6.99,"44,900",2026/08/21
28,28,6543,(株)日宣,東証STD,"1,303",+83,6.8,"101,200",2026/08/21
29,29,3623,ビリングシステム(株),東証GRT,"1,222",+77,6.72,"89,100",2026/08/21
30,30,3905,データセクション(株),東証GRT,"1,840",+115,6.67,"9,325,900",2026/08/21
31,31,7063,(株)Ｂｉｒｄｍａｎ,東証GRT,97,+6,6.59,"1,187,900",2026/08/21
32,32,7480,スズデン(株),東証STD,"3,395",+200,6.26,"154,300",2026/08/21
33,33,9130,共栄タンカー(株),東証STD,"1,684",+99,6.25,"116,200",2026/08/21
34,34,9722,藤田観光(株),東証PRM,"2,651",+154,6.17,"716,500",2026/08/21
35,35,3624,アクセルマーク(株),東証GRT,89,+5,5.95,"765,700",2026/08/21
