順位(全市場),順位,コード,銘柄名,市場,現在値,前日比,騰落率(%),出来高,時刻
1,1,5240,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ(株),東証GRT,213,+50,30.67,"5,119,600",2026/07/24
2,2,3260,(株)エスポア,名証NXT,642,+100,18.45,"9,900",2026/07/24
3,3,4424,(株)Ａｍａｚｉａ,東証GRT,379,+51,15.55,"3,661,100",2026/07/24
4,4,1518,三井松島ホールディングス(株),東証PRM,"2,241",+288,14.75,"3,839,800",2026/07/24
5,5,1723,日本電技(株),東証STD,"2,510",+318,14.51,"1,004,100",2026/07/24
6,6,7034,(株)プロレド・パートナーズ,東証PRM,453,+54,13.53,"297,300",2026/07/24
7,7,6999,ＫＯＡ(株),東証PRM,"2,782",+288,11.55,"7,739,400",2026/07/24
8,8,8541,(株)愛媛銀行,東証PRM,"2,794",+286,11.4,"2,043,100",2026/07/24
9,9,2354,(株)ＹＥ　ＤＩＧＩＴＡＬ,東証STD,"1,600",+160,11.11,"5,026,400",2026/07/24
10,10,5242,(株)アイズ,東証GRT,"2,209",+219,11.01,"253,600",2026/07/24
11,11,3047,(株)ＴＲＵＣＫ－ＯＮＥ,福岡Q,"1,040",+100,10.64,"2,200",2026/07/24
12,12,4564,オンコセラピー・サイエンス(株),東証GRT,21,+2,10.53,"192,136,100",2026/07/24
13,13,8918,(株)ランド,東証STD,11,+1,10.0,"312,167,300",2026/07/24
14,14,4733,(株)オービックビジネスコンサルタント,東証PRM,"7,638",+623,8.88,"927,400",2026/07/24
15,15,3697,(株)ＳＨＩＦＴ,東証PRM,807,+61.2,8.21,"9,148,300",2026/07/24
16,16,6993,大黒屋ホールディングス(株),東証STD,83,+6,7.79,"15,842,100",2026/07/24
17,17,3841,(株)ジーダット,東証STD,"1,289",+90,7.51,"38,000",2026/07/24
18,18,9399,ビート・ホールディングス・リミテッド,東証STD外国,15,+1,7.14,"643,033",2026/07/24
19,19,8247,(株)大和,東証STD,301,+20,7.12,"128,000",2026/07/24
20,20,6159,ミクロン精密(株),東証STD,"1,935",+125,6.91,"4,100",2026/07/24
21,21,533A,NZAM 上場投信 S&P500(H無),東証ETF,"2,414",+147,6.48,5,2026/07/24
22,22,9602,東宝(株),東証PRM,"1,446.5",+88,6.48,"6,841,800",2026/07/24
23,23,2976,日本グランデ(株),札幌ア,717,+42,6.22,200,2026/07/24
24,24,1965,(株)テクノ菱和,東証STD,"6,570",+380,6.14,"108,900",2026/07/24
25,25,3187,(株)ミラタップ,東証GRT,347,+20,6.12,"119,100",2026/07/24
26,26,5618,ナイル(株),東証GRT,316,+18,6.04,"19,300",2026/07/24
27,27,7363,(株)ベビーカレンダー,東証GRT,"1,167",+66,5.99,"1,500",2026/07/24
28,28,5953,昭和鉄工(株),福証,"7,100",+400,5.97,"1,600",2026/07/24
29,29,7551,(株)ウェッズ,東証STD,731,+41,5.94,"214,700",2026/07/24
30,30,6548,(株)旅工房,東証GRT,108,+6,5.88,"3,345,600",2026/07/24
31,31,3046,(株)ジンズホールディングス,東証PRM,"6,910",+380,5.82,"374,700",2026/07/24
32,32,3994,(株)マネーフォワード,東証PRM,"5,407",+291,5.69,"524,100",2026/07/24
33,33,7030,(株)スプリックス,東証STD,"1,126",+60,5.63,"27,000",2026/07/24
34,34,1357,(NEXT FUNDS) 日経ダブルインバース上場投信,東証ETF,"2,945",+153,5.48,"10,784,589",2026/07/24
35,35,3652,(株)ディジタルメディアプロフェッショナル,東証GRT,"2,254",+117,5.47,"68,100",2026/07/24
36,36,195A,(株)ＭＵＳＣＡＴ　ＧＲＯＵＰ,東証GRT,756,+39,5.44,"19,400",2026/07/24
37,37,9115,明海グループ(株),東証STD,891,+46,5.44,"67,200",2026/07/24
38,38,318A,VIX短期先物指数ETF,東証ETF,467.7,+24.1,5.43,"1,532,120",2026/07/24
39,39,504A,イノバセル(株),東証GRT,468,+24,5.41,"338,900",2026/07/24
40,40,173A,(株)ハンモック,東証GRT,"1,525",+77,5.32,"22,300",2026/07/24
41,41,3907,シリコンスタジオ(株),東証STD,"1,110",+56,5.31,"3,169,500",2026/07/24
42,42,3810,サイバーステップホールディングス(株),東証STD,160,+8,5.26,"951,600",2026/07/24
43,43,1360,日経平均ベア2倍上場投信,東証ETF,72.2,+3.6,5.25,"132,148,030",2026/07/24
44,44,9973,ＫＯＺＯホールディングス(株),東証STD,21,+1,5.0,"365,000",2026/07/24
45,45,7689,(株)コパ・コーポレーション,東証GRT,305,+14,4.81,700,2026/07/24
46,46,1960,(株)サンテック,東証STD,"1,540",+70,4.76,"18,700",2026/07/24
47,47,8139,(株)ナガホリ,東証STD,"2,136",+97,4.76,"31,300",2026/07/24
48,48,6016,(株)ジャパンエンジンコーポレーション,東証STD,"9,360",+420,4.7,"161,400",2026/07/24
49,49,6532,(株)ベイカレント,東証PRM,"6,522",+292,4.69,"1,686,600",2026/07/24
50,50,5380,新東(株),東証STD,"1,099",+49,4.67,300,2026/07/24
51,51,4997,日本農薬(株),東証PRM,"1,085",+48,4.63,"550,000",2026/07/24
52,52,3664,(株)ＷＩＺＥ,東証GRT,23,+1,4.55,"18,059,600",2026/07/24
53,53,3926,(株)オープンドア,東証STD,391,+17,4.55,"114,200",2026/07/24
54,54,8387,(株)四国銀行,東証PRM,"3,465",+150,4.52,"212,900",2026/07/24
55,55,8343,(株)秋田銀行,東証PRM,"7,670",+330,4.5,"134,200",2026/07/24
56,56,7376,ＢＣＣ(株),東証GRT,"1,120",+48,4.48,"44,400",2026/07/24
57,57,1459,楽天 ETF-日経ダブルインバース指数連動型,東証ETF,118,+5,4.42,"8,465,638",2026/07/24
58,58,275A,ハンワホームズ(株),名証NXT,366,+15,4.27,600,2026/07/24
59,59,4387,(株)ＺＵＵ,東証GRT,490,+20,4.26,"6,000",2026/07/24
60,60,215A,(株)タイミー,東証GRT,"1,471",+60,4.25,"1,633,500",2026/07/24
61,61,1366,iFreeETF 日経平均ダブルインバース・インデックス,東証ETF,74,+3,4.23,"1,566,395",2026/07/24
62,62,6226,守谷輸送機工業(株),東証STD,"2,611",+106,4.23,"141,300",2026/07/24
63,63,8362,(株)福井銀行,東証PRM,"6,180",+250,4.22,"70,700",2026/07/24
64,64,2370,(株)メディネット,東証GRT,25,+1,4.17,"307,000",2026/07/24
65,65,446A,(株)ノースサンド,東証GRT,"1,450",+58,4.17,"779,300",2026/07/24
66,66,8388,(株)阿波銀行,東証PRM,"8,680",+340,4.08,"157,000",2026/07/24
67,67,198A,ＰｏｓｔＰｒｉｍｅ(株),東証GRT,155,+6,4.03,"133,600",2026/07/24
68,68,2437,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ(株),東証STD,619,+24,4.03,"95,200",2026/07/24
69,69,4935,(株)リベルタ,東証STD,312,+12,4.0,"5,025,500",2026/07/24
70,70,2870,iFreeETF NASDAQ100ダブルインバース,東証ETF,"8,219",+315,3.99,"42,324",2026/07/24
71,71,8254,(株)さいか屋,東証STD,265,+10,3.92,"234,300",2026/07/24
